Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,4.298,461.690,50.826,3.968,250,0%,247,19,1280%,3,023,-2500%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Basilicata,1.523,156.905,13.689,2.511,97,1%,97,18,1280%,0,000,-10000%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Calabria,4.598,448.291,59.952,3.222,326,1%,315,17,470%,11,059,1000%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Campania,18.299,1.963.889,184.076,3.273,733,0%,704,13,-250%,29,052,360%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Emilia-Romagna,6.503,1.650.274,77.234,1.740,1.437,2%,1.391,31,370%,46,104,000%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Friuli Venezia Giulia,3.037,421.287,22.312,1.857,207,1%,201,17,520%,6,050,000%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Lazio,13.386,1.833.216,206.052,3.596,947,0%,884,15,030%,63,110,160%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Liguria,3.819,499.754,21.903,1.442,378,2%,368,24,310%,10,066,1110%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Lombardia,20.201,3.190.953,154.596,1.549,1.419,1%,1.383,14,590%,36,036,2410%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Marche,4.110,529.685,20.528,1.370,174,1%,166,11,-120%,8,053,1430%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Molise,394,75.660,4.651,1.580,19,0%,18,6,-1820%,1,034,000%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
P.A. Bolzano,1.317,234.615,6.629,1.239,94,1%,93,17,330%,1,019,000%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
P.A. Trento,1.160,182.096,6.574,1.213,86,1%,85,16,490%,1,018,000%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Piemonte,8.938,1.307.102,58.660,1.372,545,1%,532,12,060%,13,030,-1330%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Puglia,13.150,1.296.576,88.829,2.258,465,1%,443,11,250%,22,056,1580%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Sardegna,4.465,381.156,38.037,2.392,166,0%,157,10,-430%,9,057,-1000%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Sicilia,9.747,1.443.076,129.010,2.669,1.043,1%,996,21,030%,47,097,680%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Toscana,7.587,1.268.306,82.949,2.246,704,1%,679,18,350%,25,068,-1380%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Umbria,2.214,324.791,21.510,2.485,274,1%,266,31,730%,8,092,000%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Valle d'Aosta,246,39.261,1.404,1.131,19,1%,18,15,1250%,1,081,000%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Veneto,13.975,1.958.737,101.060,2.075,716,1%,681,14,480%,35,072,1670%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Italia,142.967,19.667.320,1.350.481,2.280,10.099,1%,9.724,16,290%,375,063,420%,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
