Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,15,74.040,5.493,425,150,3%,137,11,300%,13,100,-710%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Basilicata,6,26.316,3.769,681,58,2%,57,10,000%,1,018,-5000%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Calabria,57,66.932,9.738,514,257,3%,240,13,-120%,17,090,000%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Campania,284,419.269,66.679,1.167,765,1%,703,12,-410%,62,109,160%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Emilia-Romagna,188,383.879,15.273,342,630,4%,530,12,170%,100,224,100%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Friuli Venezia Giulia,8,107.006,4.912,407,43,1%,38,3,560%,5,041,000%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Lazio,251,342.023,18.770,326,1.075,6%,929,16,180%,146,254,-390%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Liguria,43,102.761,1.153,76,159,14%,129,8,660%,30,197,-320%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Lombardia,132,835.117,31.497,314,1.285,4%,1.051,10,-230%,234,233,-490%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Marche,50,102.682,3.834,253,137,4%,110,7,-270%,27,178,-360%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Molise,0,13.586,131,44,11,8%,9,3,000%,2,067,000%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
P.A. Bolzano,11,72.897,677,127,20,3%,17,3,630%,3,056,000%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
P.A. Trento,10,45.427,473,87,31,7%,18,3,-1000%,13,238,000%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Piemonte,126,360.274,5.165,120,675,13%,594,14,-500%,81,188,130%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Puglia,142,250.419,24.924,630,585,2%,525,13,-820%,60,152,-480%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Sardegna,16,56.659,12.727,790,152,1%,139,9,-140%,13,081,-710%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Sicilia,258,225.809,9.932,204,534,5%,475,10,-190%,59,121,-920%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Toscana,147,241.422,8.102,219,540,7%,430,12,190%,110,298,000%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Umbria,6,56.383,1.523,175,70,5%,64,7,320%,6,069,000%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Valle d'Aosta,10,11.593,236,189,7,3%,6,5,000%,1,080,000%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Veneto,60,423.327,8.666,178,331,4%,281,6,-240%,50,102,200%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Italia,1.820,4.217.821,233.674,392,7.515,3%,6.482,11,-170%,1.033,173,-260%,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
