Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,45,81.786,1.397,108,54,4%,49,4,430%,5,039,000%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Basilicata,11,30.492,1.081,195,26,2%,26,5,400%,0,000,000%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Calabria,115,85.358,2.810,148,103,4%,92,5,000%,11,058,000%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Campania,313,460.012,6.070,106,189,3%,172,3,-110%,17,030,000%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Emilia-Romagna,196,427.188,15.016,336,355,2%,319,7,-030%,36,081,-1000%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Friuli Venezia Giulia,87,114.644,855,71,48,6%,40,3,260%,8,066,-1110%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Lazio,275,388.089,8.737,152,355,4%,305,5,-590%,50,087,200%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Liguria,66,113.574,879,58,57,6%,51,3,000%,6,039,2000%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Lombardia,273,887.780,8.232,82,354,4%,300,3,-480%,54,054,-850%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Marche,40,114.714,2.091,138,54,3%,41,3,-470%,13,086,830%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Molise,8,14.559,84,28,3,4%,3,1,000%,0,000,-10000%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
P.A. Bolzano,16,77.588,781,147,30,4%,23,4,950%,7,131,1670%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
P.A. Trento,23,48.724,289,53,20,7%,17,3,1330%,3,055,000%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Piemonte,198,381.268,3.248,75,195,6%,175,4,120%,20,046,530%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Puglia,93,270.131,2.168,55,150,7%,131,3,-300%,19,048,-500%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Sardegna,49,75.791,1.635,101,89,5%,79,5,260%,10,062,000%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Sicilia,270,302.736,8.770,180,332,4%,291,6,-730%,41,084,000%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Toscana,229,285.199,5.534,150,209,4%,186,5,-880%,23,062,000%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Umbria,24,64.203,576,66,35,6%,31,4,-880%,4,046,000%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Valle d'Aosta,3,12.221,107,86,3,3%,3,2,5000%,0,000,000%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Veneto,334,473.696,9.008,185,177,2%,145,3,070%,32,066,-300%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
Italia,2.668,4.709.753,79.368,133,2.838,4%,2.479,4,-290%,359,060,-220%,Dati della Protezione Civile del 14 Ottobre 2021 ore 19:37
