Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,65,80.752,1.958,151,88,4%,82,6,120%,6,046,000%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Basilicata,39,29.813,1.266,229,59,5%,56,10,770%,3,054,000%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Calabria,128,82.511,4.467,236,191,4%,178,9,230%,13,069,-1330%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Campania,236,453.604,7.541,132,305,4%,289,5,-490%,16,028,-2000%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Emilia-Romagna,280,421.071,13.493,302,459,3%,411,9,-120%,48,108,1160%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Friuli Venezia Giulia,36,113.063,1.251,104,62,5%,50,4,420%,12,099,910%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Lazio,301,381.867,10.556,183,487,5%,434,8,-180%,53,092,-540%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Liguria,59,112.045,1.320,87,81,6%,76,5,-130%,5,033,000%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Lombardia,472,880.261,11.447,114,499,4%,437,4,050%,62,062,-160%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Marche,83,113.214,2.686,178,78,3%,58,4,360%,20,132,-480%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Molise,1,14.462,167,56,7,4%,5,2,000%,2,067,000%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
P.A. Bolzano,58,76.428,1.005,189,28,3%,19,4,-1740%,9,169,1250%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
P.A. Trento,29,48.145,491,90,17,3%,15,3,-1180%,2,037,10000%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Piemonte,225,377.225,3.756,87,220,6%,199,5,-290%,21,049,-1250%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Puglia,110,267.371,3.125,79,218,7%,196,5,100%,22,056,1000%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Sardegna,41,74.817,3.321,206,195,6%,178,11,-530%,17,105,-560%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Sicilia,492,294.151,20.439,419,736,4%,646,13,-210%,90,185,-630%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Toscana,215,279.771,8.080,219,389,5%,336,9,000%,53,144,390%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Umbria,44,63.361,1.135,130,50,4%,45,5,-220%,5,057,000%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Valle d'Aosta,6,12.089,61,49,2,3%,2,2,000%,0,000,-10000%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Veneto,457,465.869,11.948,245,282,2%,225,5,180%,57,117,560%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Italia,3.377,4.641.890,109.513,184,4.453,4%,3.937,7,-110%,516,087,-130%,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
