Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,30,74.792,900,70,26,3%,25,2,-380%,1,008,000%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Basilicata,7,26.940,672,121,18,3%,18,3,-2170%,0,000,000%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Calabria,25,68.937,5.287,279,74,1%,68,4,300%,6,032,000%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Campania,117,424.192,8.278,145,230,3%,209,4,-320%,21,037,-870%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Emilia-Romagna,36,386.791,3.276,73,221,7%,194,4,160%,27,060,-360%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Friuli Venezia Giulia,16,106.930,202,17,10,5%,10,1,-2860%,0,000,000%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Lazio,46,345.914,3.240,56,245,8%,191,3,050%,54,094,-180%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Liguria,17,103.423,150,10,25,17%,18,1,1250%,7,046,000%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Lombardia,98,841.696,11.202,112,300,3%,248,2,-080%,52,052,-1480%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Marche,8,103.625,1.343,89,25,2%,21,1,-1250%,4,026,-3330%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Molise,0,13.717,85,28,8,9%,8,3,000%,0,000,000%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
P.A. Bolzano,8,73.299,159,30,9,6%,6,1,-1430%,3,056,000%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
P.A. Trento,4,45.763,62,11,5,8%,5,1,000%,0,000,000%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Piemonte,31,362.894,900,21,176,20%,162,4,-120%,14,032,000%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Puglia,59,253.306,3.123,79,146,5%,131,3,-840%,15,038,710%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Sardegna,11,57.219,2.322,144,34,1%,31,2,-2250%,3,019,000%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Sicilia,99,231.554,4.227,87,186,4%,162,3,-530%,24,049,000%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Toscana,18,244.237,1.972,53,126,6%,98,3,650%,28,076,-670%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Umbria,8,56.845,779,90,20,3%,17,2,-560%,3,034,000%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Valle d'Aosta,3,11.688,37,30,1,3%,1,1,000%,0,000,000%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Veneto,38,425.371,4.608,94,61,1%,53,1,-860%,8,016,-2730%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
Italia,679,4.259.133,52.824,89,1.946,4%,1.676,3,-270%,270,045,-660%,Dati della Protezione Civile del 29 Giugno 2021 ore 18:16
