Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,370,62172,10873,833,751,7%,668,51,-0.6%,83,6.36,-5.7%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Basilicata,147,18250,4417,793,180,4%,166,30,-0.6%,14,2.51,7.7%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Calabria,394,43099,8473,440,342,4%,305,16,1.7%,37,1.92,2.8%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Campania,2196,317182,100895,1744,1736,2%,1575,27,0.4%,161,2.78,3.9%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Emilia-Romagna,2560,314526,73439,1644,3920,5%,3519,79,-0.8%,401,8.98,3.9%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Friuli Venezia Giulia,906,91077,16184,1336,644,4%,564,47,3.1%,80,6.6,3.9%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Lazio,1821,266529,47054,802,2793,6%,2484,42,1.8%,309,5.27,0.3%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Liguria,458,84759,5916,383,650,11%,585,38,1.2%,65,4.21,3.2%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Lombardia,4810,693917,104451,1034,7682,7%,6891,68,1.4%,791,7.83,0.4%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Marche,856,82473,10026,660,895,9%,755,50,0.8%,140,9.22,-0.7%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Molise,62,11923,1347,446,113,8%,97,32,4.3%,16,5.29,14.3%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
P.A. Bolzano,116,57194,3517,661,153,4%,121,23,-0.8%,32,6.01,0%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
P.A. Trento,307,39238,3695,681,255,7%,203,37,0%,52,9.58,-5.5%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Piemonte,2141,287164,33997,783,3693,11%,3361,77,0.9%,332,7.65,1.8%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Puglia,1983,174983,42072,1050,1877,4%,1668,42,2.3%,209,5.21,-2.3%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Sardegna,102,43081,12898,791,197,2%,175,11,-0.6%,22,1.35,-12%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Sicilia,782,165140,15733,317,853,5%,731,15,0.7%,122,2.46,0.8%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Toscana,1510,180998,26051,700,1664,6%,1424,38,-1.7%,240,6.45,-2.4%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Umbria,206,49082,5579,634,446,8%,372,42,-3.4%,74,8.41,-1.3%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Valle d'Aosta,61,8575,503,401,27,5%,25,20,4.2%,2,1.59,0%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Veneto,2044,364969,38333,781,1577,4%,1372,28,1.4%,205,4.18,3%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
Italia,23832,3356331,565453,939,30448,5%,27061,45,0.8%,3387,5.62,0.7%,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58
