Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,3.748,184.596,84.967,6.633,431,1%,396,31,-530%,35,273,-1250%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Basilicata,1.386,54.198,16.517,3.030,93,1%,90,17,-110%,3,055,-2500%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Calabria,2.212,156.630,41.116,2.210,474,1%,440,24,110%,34,183,-290%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Campania,13.682,920.505,244.006,4.338,1.439,1%,1.339,24,060%,100,178,100%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Emilia-Romagna,20.654,895.961,348.147,7.843,2.604,1%,2.459,55,-020%,145,327,-460%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Friuli Venezia Giulia,4.712,230.078,58.228,4.846,466,1%,426,35,-070%,40,333,000%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Lazio,15.314,758.633,256.900,4.483,2.153,1%,1.946,34,160%,207,361,250%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Liguria,6.197,251.540,36.490,2.403,782,2%,740,49,210%,42,277,240%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Lombardia,32.677,1.926.236,506.952,5.079,3.779,1%,3.503,35,-580%,276,277,180%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Marche,5.853,210.690,18.083,1.207,349,2%,298,20,210%,51,340,200%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Molise,482,26.214,8.938,3.037,19,0%,18,6,000%,1,034,000%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
P.A. Bolzano,2.887,141.631,26.570,4.967,124,0%,107,20,290%,17,318,630%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
P.A. Trento,2.375,105.993,26.958,4.972,167,1%,144,27,-070%,23,424,1500%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Piemonte,14.675,767.303,172.485,4.035,2.195,1%,2.053,48,-010%,142,332,-070%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Puglia,8.423,520.516,133.218,3.387,779,1%,712,18,300%,67,170,630%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Sardegna,1.610,113.963,22.460,1.413,299,1%,269,17,150%,30,189,000%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Sicilia,7.418,558.813,202.439,4.188,1.587,1%,1.417,29,100%,170,352,000%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Toscana,13.029,641.153,180.388,4.885,1.465,1%,1.340,36,080%,125,338,080%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Umbria,2.211,137.837,25.599,2.958,208,1%,196,23,-300%,12,139,910%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Valle d'Aosta,444,26.153,5.985,4.823,82,1%,76,61,-260%,6,484,000%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Veneto,19.117,975.213,279.257,5.734,1.697,1%,1.516,31,-200%,181,372,060%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Italia,179.106,9.603.856,2.695.703,4.551,21.192,1%,19.485,33,-090%,1.707,288,050%,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
