Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,258,1382,8,181,0,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Basilicata,59,364,3,79,13,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Calabria,282,971,9,177,0,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Campania,487,3896,25,575,0,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Emilia-Romagna,1446,9001,43,889,0,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Friuli Venezia Giulia,239,1277,3,175,0,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Lazio,909,6421,58,943,243,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Liguria,385,1625,7,219,12,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Lombardia,1137,10457,37,1810,0,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Marche,170,983,4,230,50,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Molise,29,176,1,39,26,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
P.A. Bolzano,58,500,0,100,20,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
P.A. Trento,72,517,3,90,0,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Piemonte,453,6794,10,628,99,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Puglia,405,2751,14,405,0,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Sardegna,161,1602,11,204,16,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Sicilia,809,3668,42,793,0,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Toscana,552,5033,22,570,13,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Umbria,243,662,2,86,41,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Valle d'Aosta,16,85,0,13,21,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Veneto,646,6000,29,1000,0,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
Italia,8816,64165,331,9206,554,Dati della Protezione Civile del 09 Agosto 2022 ore 23:45
