Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,320,59765,12636,968,743,6%,649,50,-0.5%,94,7.2,2.2%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Basilicata,137,17343,4028,723,136,3%,122,22,-1.6%,14,2.51,7.7%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Calabria,275,40885,7411,385,276,4%,244,13,-0.4%,32,1.66,-5.9%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Campania,2940,301173,96132,1661,1697,2%,1547,27,3%,150,2.59,0.7%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Emilia-Romagna,2950,296324,64487,1444,3608,6%,3254,73,1.8%,354,7.92,1.1%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Friuli Venezia Giulia,953,85543,14175,1170,569,4%,504,42,1.2%,65,5.37,0%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Lazio,1998,253984,41505,708,2450,6%,2172,37,2.1%,278,4.74,3%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Liguria,307,82323,6229,404,576,9%,512,33,0%,64,4.15,0%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Lombardia,5809,662704,94493,935,6762,7%,6068,60,2.7%,694,6.87,4%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Marche,1000,77559,11063,729,813,7%,695,46,3.3%,118,7.77,6.3%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Molise,104,11575,1580,523,119,8%,101,33,-1%,18,5.96,0%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
P.A. Bolzano,183,56241,4219,793,191,5%,155,29,-6.6%,36,6.77,-5.3%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
P.A. Trento,239,37517,4185,771,237,6%,192,35,-1%,45,8.29,-2.2%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Piemonte,2159,271949,28677,661,3041,11%,2790,64,3.9%,251,5.78,1.6%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Puglia,1700,164016,38367,957,1617,4%,1442,36,2.3%,175,4.37,0.6%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Sardegna,103,42361,12789,784,199,2%,173,11,-2.3%,26,1.59,18.2%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Sicilia,650,160194,13870,279,783,6%,684,14,1.9%,99,1.99,-2%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Toscana,1326,171677,23729,637,1549,7%,1332,36,3.1%,217,5.83,-0.5%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Umbria,196,47707,6152,699,471,8%,391,44,-3%,80,9.09,1.3%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Valle d'Aosta,31,8271,272,217,17,6%,15,12,25%,2,1.59,0%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Veneto,2682,352727,34062,694,1281,4%,1111,23,0.5%,170,3.46,10.4%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Italia,26062,3201838,520061,863,27135,5%,24153,40,2.1%,2982,4.95,2.3%,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
