Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,175,1382,9,181,0,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Basilicata,30,336,1,79,14,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Calabria,144,944,6,168,0,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Campania,284,3868,11,575,0,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Emilia-Romagna,1140,9001,31,889,0,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,194,1277,9,175,0,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Lazio,646,6421,29,943,243,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Liguria,247,1580,11,218,12,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Lombardia,1172,10457,21,1810,0,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Marche,157,983,5,230,48,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Molise,11,176,0,39,26,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
P.A. Bolzano,95,500,1,100,20,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
P.A. Trento,84,517,3,90,0,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Piemonte,743,6794,12,628,99,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Puglia,153,2735,8,405,0,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Sardegna,93,1602,6,204,16,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Sicilia,283,3263,17,785,0,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Toscana,461,5033,11,570,13,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Umbria,233,662,3,86,41,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Valle d'Aosta,26,67,0,13,21,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Veneto,753,6000,32,1000,0,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Italia,7124,63598,226,9188,553,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
