Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,526,44189,10243,784,499,5%,452,35,5.9&,47,3.6,0%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Basilicata,68,13435,3436,617,72,2%,71,13,1.4&,1,0.18,0%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Calabria,202,33628,8543,444,281,3%,256,13,1.2&,25,1.3,8.7%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Campania,1544,227181,62349,1078,1568,3%,1468,25,-0.5&,100,1.73,0%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Emilia-Romagna,1192,222804,43809,981,2234,5%,2046,46,-3.6&,188,4.21,-3.1%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Friuli Venezia Giulia,355,68968,11261,930,614,5%,550,45,-2&,64,5.28,1.6%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Lazio,1174,209345,58026,989,2581,4%,2308,39,-1.8&,273,4.65,-2.2%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Liguria,489,70777,4403,285,691,16%,627,41,-2.2&,64,4.15,0%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Lombardia,1746,543543,46896,464,3901,8%,3539,35,-0.4&,362,3.58,0.8%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Marche,480,56897,8112,534,605,7%,529,35,-1.1&,76,5.01,11.8%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Molise,80,8597,1228,406,73,6%,62,21,-4.6&,11,3.64,83.3%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
P.A. Bolzano,747,42522,5891,1107,284,5%,249,47,3.3&,35,6.58,9.4%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
P.A. Trento,240,28253,2442,450,176,7%,144,27,-8.9&,32,5.9,-3%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Piemonte,807,226002,12030,277,2208,18%,2065,48,-1.3&,143,3.29,-2.7%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Puglia,975,126184,51430,1283,1578,3%,1420,35,-0.6&,158,3.94,1.9%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Sardegna,205,39079,14751,905,426,3%,398,24,-4.3&,28,1.72,-3.4%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Sicilia,789,139528,40654,818,1473,4%,1286,26,-2.4&,187,3.76,-3.1%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Toscana,760,136539,9690,260,754,8%,642,17,-3.2&,112,3.01,2.8%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Umbria,373,37308,6191,703,438,7%,372,42,1.4&,66,7.5,3.1%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Valle d'Aosta,11,7826,188,150,30,16%,27,22,-6.9&,3,2.39,0%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Veneto,896,314841,28704,585,1408,5%,1232,25,-5.7&,176,3.59,0%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Italia,13659,2597446,430277,714,21894,5%,19743,33,-1.6&,2151,3.57,0.3%,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
