Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,47,66.660,10.571,810,673,6%,603,46,120%,70,536,000%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Basilicata,21,20.055,4.915,883,187,4%,174,31,180%,13,233,830%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Calabria,203,49.304,11.496,597,476,4%,439,23,230%,37,192,-510%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Campania,846,347.601,91.902,1.588,1.763,2%,1.603,28,030%,160,277,060%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Emilia-Romagna,791,345.196,70.890,1.587,3.573,5%,3.206,72,180%,367,822,030%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Friuli Venezia Giulia,63,99.730,13.322,1.100,685,5%,604,50,200%,81,669,-580%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Lazio,1.120,294.896,53.578,913,3.636,7%,3.240,55,470%,396,675,000%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Liguria,174,91.954,7.988,518,771,10%,691,45,120%,80,518,260%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Lombardia,841,753.242,83.699,828,7.488,9%,6.643,66,030%,845,836,-150%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Marche,66,90.434,8.431,555,924,11%,783,52,250%,141,929,-070%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Molise,0,12.452,703,233,69,10%,53,18,390%,16,529,670%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
P.A. Bolzano,35,69.501,528,99,102,19%,85,16,240%,17,320,000%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
P.A. Trento,26,41.847,2.411,444,228,9%,175,32,-440%,53,977,000%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Piemonte,852,319.014,32.788,755,4.252,13%,3.882,89,080%,370,852,140%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Puglia,475,202.347,50.454,1.259,2.240,4%,1.988,50,410%,252,629,160%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Sardegna,128,47.367,15.837,971,344,2%,297,18,680%,47,288,440%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Sicilia,783,180.348,24.452,492,1.242,5%,1.082,22,560%,160,322,130%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Toscana,685,203.410,29.079,781,1.991,7%,1.712,46,280%,279,749,-110%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Umbria,70,51.652,4.478,509,360,8%,312,35,300%,48,545,210%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Valle d'Aosta,34,9.755,1.197,954,70,6%,55,44,580%,15,1195,710%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Veneto,507,389.942,36.986,754,2.006,5%,1.710,35,180%,296,603,310%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
Italia,7.767,3.686.707,555.705,922,33.080,6%,29.337,49,190%,3.743,621,020%,Dati della Protezione Civile del 06 Aprile 2021 ore 18:21
