Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,1.745,238.803,109.635,8.558,543,0%,515,40,-370%,28,219,000%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Basilicata,679,73.200,20.177,3.701,101,1%,95,17,330%,6,110,000%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Calabria,1.412,187.078,44.535,2.394,379,1%,356,19,-400%,23,124,-800%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Campania,7.362,1.121.379,188.610,3.354,1.350,1%,1.270,23,-320%,80,142,130%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Emilia-Romagna,5.947,1.130.327,115.989,2.613,2.315,2%,2.180,49,-280%,135,304,-150%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Friuli Venezia Giulia,1.936,292.386,40.064,3.334,446,1%,407,34,-510%,39,325,-250%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Lazio,8.133,977.804,257.343,4.491,2.185,1%,1.994,35,-240%,191,333,050%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Liguria,2.093,323.712,30.567,2.013,679,2%,648,43,-240%,31,204,-310%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Lombardia,8.395,2.243.482,217.919,2.183,2.454,1%,2.272,23,-510%,182,182,-520%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Marche,2.935,295.861,25.723,1.717,361,1%,311,21,-160%,50,334,-200%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Molise,430,33.907,7.354,2.499,48,1%,42,14,-670%,6,204,2000%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
P.A. Bolzano,989,176.451,13.340,2.494,123,1%,113,21,-1500%,10,187,1110%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
P.A. Trento,641,132.268,10.169,1.876,154,2%,141,26,-840%,13,240,-710%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Piemonte,4.027,934.276,79.754,1.866,1.893,2%,1.794,42,-440%,99,232,-290%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Puglia,5.778,665.504,101.544,2.581,816,1%,748,19,010%,68,173,150%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Sardegna,2.365,146.836,31.619,1.989,433,1%,403,25,-020%,30,189,000%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Sicilia,7.194,696.103,274.873,5.687,1.471,1%,1.356,28,-090%,115,238,000%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Toscana,4.946,803.458,92.636,2.509,1.295,1%,1.205,33,-380%,90,244,-630%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Umbria,1.318,169.627,16.833,1.945,211,1%,202,23,-150%,9,104,000%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Valle d'Aosta,109,30.570,2.458,1.981,52,2%,49,39,-580%,3,242,000%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Veneto,7.427,1.250.599,132.132,2.713,1.367,1%,1.253,26,-350%,114,234,-500%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Italia,75.861,11.923.631,1.813.274,3.061,18.676,1%,17.354,29,-320%,1.322,223,-210%,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
