Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,182,1382,8,181,0,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Basilicata,57,397,0,79,13,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Calabria,174,978,3,178,0,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Campania,404,4011,17,585,0,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Emilia-Romagna,804,9001,28,889,0,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Friuli Venezia Giulia,86,1277,3,175,0,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Lazio,561,6421,31,943,243,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Liguria,132,1643,7,218,12,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Lombardia,575,10457,32,1810,0,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Marche,64,988,3,230,49,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Molise,10,176,3,39,26,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
P.A. Bolzano,34,500,1,100,20,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
P.A. Trento,26,517,2,90,0,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Piemonte,277,6794,13,628,99,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Puglia,271,2903,12,503,0,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Sardegna,121,1602,9,204,16,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Sicilia,527,3607,24,795,0,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Toscana,256,5033,15,570,8,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Umbria,89,662,2,86,41,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Valle d'Aosta,6,85,0,13,21,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Veneto,222,6000,10,1000,0,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
Italia,4878,64434,223,9316,548,Dati della Protezione Civile del 01 Giugno 2022 ore 23:45
