Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,154,1382,1,181,0,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Basilicata,38,397,0,79,13,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Calabria,153,978,5,183,0,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Campania,285,3955,13,581,0,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Emilia-Romagna,660,9001,27,889,0,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Friuli Venezia Giulia,76,1277,3,175,0,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Lazio,470,6421,31,943,243,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Liguria,147,1628,3,218,12,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Lombardia,458,10457,20,1810,0,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Marche,56,983,3,230,49,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Molise,8,176,1,39,26,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
P.A. Bolzano,36,500,1,100,20,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
P.A. Trento,24,517,1,90,0,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Piemonte,251,6794,15,628,99,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Puglia,236,2903,14,503,0,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Sardegna,94,1602,6,204,16,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Sicilia,527,3553,25,795,0,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Toscana,199,5033,16,570,13,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Umbria,90,662,3,86,41,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Valle d'Aosta,2,85,0,13,21,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Veneto,198,6000,8,1000,0,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Italia,4162,64304,196,9317,553,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
