Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,25,75.162,954,74,30,3%,29,2,360%,1,008,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Basilicata,5,27.041,564,102,13,2%,13,2,000%,0,000,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Calabria,54,69.329,2.074,109,48,2%,45,2,-220%,3,016,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Campania,169,425.917,6.881,120,211,3%,196,3,-200%,15,026,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Emilia-Romagna,93,387.597,2.227,50,163,7%,150,3,-200%,13,029,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Friuli Venezia Giulia,6,107.096,213,18,5,2%,4,0,000%,1,008,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Lazio,164,347.101,2.231,39,153,7%,128,2,-230%,25,043,-380%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Liguria,26,103.596,176,12,16,9%,9,1,000%,7,046,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Lombardia,250,843.555,8.076,81,161,2%,124,1,250%,37,037,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Marche,39,104.017,1.334,88,10,1%,8,1,000%,2,013,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Molise,7,13.749,61,20,1,2%,1,0,000%,0,000,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
P.A. Bolzano,11,73.392,116,22,9,8%,7,1,000%,2,038,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
P.A. Trento,6,45.816,52,10,0,0%,0,0,000%,0,000,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Piemonte,47,363.290,743,17,67,9%,63,1,-160%,4,009,3330%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Puglia,34,253.797,2.127,54,87,4%,78,2,000%,9,023,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Sardegna,52,57.529,2.442,152,39,2%,38,2,560%,1,006,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Sicilia,183,233.290,3.650,75,146,4%,129,3,-150%,17,035,-560%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Toscana,87,244.948,1.501,41,81,5%,66,2,-430%,15,041,-630%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Umbria,6,56.939,629,72,8,1%,7,1,-2220%,1,011,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Valle d'Aosta,2,11.702,22,18,0,0%,0,0,000%,0,000,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Veneto,125,426.413,5.008,103,47,1%,39,1,000%,8,016,3330%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Italia,1.391,4.271.276,41.081,69,1.295,3%,1.134,2,-110%,161,027,000%,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
