Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,653,52951,12635,968,687,5%,609,47,-1.3%,78,5.97,2.6%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Basilicata,124,15327,3863,694,90,2%,85,15,3.7%,5,0.9,0%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Calabria,194,37292,6134,319,203,3%,186,10,3.3%,17,0.88,-10.5%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Campania,2385,260324,72972,1261,1436,2%,1305,23,-1.1%,131,2.26,0.8%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Emilia-Romagna,2090,252915,37693,844,2261,6%,2058,46,1.6%,203,4.54,1%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Friuli Venezia Giulia,683,75535,9640,796,391,4%,335,28,-2.9%,56,4.62,-3.4%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Lazio,1256,230001,34995,597,2034,6%,1807,31,-1.1%,227,3.87,0%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Liguria,452,77028,5075,329,545,11%,493,32,-1.2%,52,3.37,-5.5%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Lombardia,4243,590804,57828,572,4431,8%,4024,40,2%,407,4.03,0.2%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Marche,732,65785,9610,633,643,7%,559,37,0.7%,84,5.53,0%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Molise,65,10353,1698,562,124,7%,109,36,13.5%,15,4.96,7.1%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
P.A. Bolzano,355,52857,6929,1302,259,4%,225,42,-0.9%,34,6.39,-2.9%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
P.A. Trento,406,33037,3315,611,204,6%,168,31,-1.2%,36,6.63,2.9%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Piemonte,1454,243518,14323,330,2071,14%,1909,44,-0.1%,162,3.73,6.6%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Puglia,1154,143770,31972,798,1418,4%,1253,31,-0.2%,165,4.12,1.9%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Sardegna,80,40957,12892,791,251,2%,229,14,-3.8%,22,1.35,4.8%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Sicilia,613,151009,27026,544,930,3%,799,16,-2.1%,131,2.64,0.8%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Toscana,1374,152787,16130,433,1012,6%,853,23,1.3%,159,4.27,-2.5%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Umbria,267,43910,8322,945,525,6%,448,51,-2.6%,77,8.75,-3.8%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Valle d'Aosta,2,7998,142,113,11,8%,10,8,11.1%,1,0.8,0%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Veneto,1304,330277,22949,468,899,4%,793,16,-0.6%,106,2.16,2.9%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Italia,19886,2868435,396143,658,20425,5%,18257,30,0.2%,2168,3.6,0.5%,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
