Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.004,580.183,16.965,1.324,192,1%,186,15,570%,6,047,000%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Basilicata,165,187.556,5.119,939,29,1%,28,5,-340%,1,018,000%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Calabria,791,574.518,10.728,577,151,1%,144,8,-270%,7,038,000%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Campania,2.336,2.274.982,45.460,808,291,1%,279,5,-380%,12,021,-770%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Emilia-Romagna,3.573,1.933.392,45.128,1.017,1.088,2%,1.054,24,-030%,34,077,-290%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,1.173,517.390,12.317,1.025,218,2%,212,18,-230%,6,050,2000%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Lazio,3.657,2.138.639,57.916,1.011,648,1%,614,11,-030%,34,059,000%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Liguria,1.091,596.819,10.363,682,261,3%,250,16,460%,11,072,2220%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Lombardia,7.983,3.726.075,87.175,873,1.201,1%,1.181,12,-090%,20,020,-1300%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Marche,1.020,645.904,8.415,562,161,2%,156,10,330%,5,033,-1670%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Molise,122,92.895,4.460,1.515,11,0%,11,4,000%,0,000,000%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
P.A. Bolzano,623,278.251,5.878,1.099,105,2%,100,19,-380%,5,093,6670%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
P.A. Trento,545,226.450,4.232,781,82,2%,78,14,-370%,4,074,000%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Piemonte,4.341,1.563.973,53.392,1.249,755,1%,737,17,-130%,18,042,590%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Puglia,1.464,1.506.064,15.020,382,154,1%,148,4,420%,6,015,-1430%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Sardegna,757,462.466,7.826,492,102,1%,97,6,320%,5,031,-1670%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Sicilia,1.520,1.675.835,21.104,437,284,1%,266,6,-260%,18,037,000%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Toscana,2.282,1.450.406,51.517,1.395,506,1%,494,13,290%,12,032,-770%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Umbria,828,394.875,7.457,862,214,3%,212,24,190%,2,023,000%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Valle d'Aosta,121,46.899,1.297,1.045,30,2%,30,24,-1180%,0,000,000%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Veneto,5.167,2.381.061,62.907,1.292,784,1%,748,15,-320%,36,074,-1630%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Italia,40.563,23.254.633,534.676,903,7.267,1%,7.025,12,-050%,242,041,-360%,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
