Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,167,1382,8,181,0,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Basilicata,29,336,2,79,13,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Calabria,133,944,4,166,0,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Campania,269,3868,12,575,0,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Emilia-Romagna,1123,9001,33,889,0,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,198,1277,3,175,0,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Lazio,636,6421,32,943,243,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Liguria,253,1580,8,218,12,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Lombardia,1060,10457,24,1810,0,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Marche,145,983,6,230,48,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Molise,4,176,2,39,26,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
P.A. Bolzano,76,500,0,100,20,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
P.A. Trento,76,517,3,90,0,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Piemonte,666,6794,12,628,99,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Puglia,172,2735,9,405,0,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Sardegna,86,1602,8,204,16,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Sicilia,291,3262,16,785,0,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Toscana,467,5033,17,570,13,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Umbria,230,662,6,86,41,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Valle d'Aosta,15,67,0,13,21,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Veneto,728,6000,23,1000,0,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Italia,6824,63597,228,9186,552,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
