Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,339,34437,11867,909,469,4%,435,33,-11.4&,34,2.6,-2.9%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Basilicata,69,10447,5956,1069,94,2%,87,16,-9.4&,7,1.26,-12.5%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Calabria,257,22278,8529,443,291,3%,270,14,-4.9&,21,1.09,0%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Campania,1009,185282,80547,1392,1551,2%,1449,25,-2.6&,102,1.76,0%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Emilia-Romagna,2127,163290,58980,1320,2917,5%,2711,61,-0.3&,206,4.61,2.5%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Friuli Venezia Giulia,584,47299,12084,998,626,5%,572,47,-1.7&,54,4.46,-3.6%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Lazio,1691,155667,76074,1297,2956,4%,2666,45,-0.9&,290,4.94,-1%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Liguria,445,58971,5669,367,727,13%,663,43,-3.5&,64,4.15,0%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Lombardia,2628,469883,58710,581,4498,8%,3976,39,-4.8&,522,5.17,0.2%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Marche,603,39310,9567,630,458,5%,398,26,-2.7&,60,3.95,-6.3%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Molise,68,6353,2296,760,59,3%,52,17,-1.9&,7,2.32,0%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
P.A. Bolzano,182,28722,10564,1985,166,2%,147,28,-6.4&,19,3.57,11.8%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
P.A. Trento,154,20839,1777,327,355,20%,306,56,-6.1&,49,9.03,0%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Piemonte,875,193375,31497,726,3243,10%,3029,70,-3.7&,214,4.93,0.5%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Puglia,1011,85674,53589,1337,1579,3%,1413,35,-0.6&,166,4.14,-2.4%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Sardegna,409,29876,16320,1001,527,3%,484,30,-2.8&,43,2.64,4.9%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Sicilia,720,88597,33232,669,1169,4%,995,20,-1.3&,174,3.5,0.6%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Toscana,613,118155,11269,303,1009,9%,843,23,-5.1&,166,4.46,3.1%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Umbria,232,27977,3546,403,276,8%,240,27,0.8&,36,4.09,-5.3%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Valle d'Aosta,11,7130,428,341,88,21%,84,67,1.2&,4,3.19,0%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Veneto,5010,234792,87385,1781,2928,3%,2582,53,-1.8&,346,7.05,-1.4%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
Italia,19037,2028354,579886,963,25986,4%,23402,39,-2.8&,2584,4.29,-0.2%,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58
