Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,1.832,283.507,33.427,2.609,286,1%,274,21,-350%,12,094,-770%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Basilicata,825,92.649,19.005,3.486,94,0%,92,17,570%,2,037,-3330%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Calabria,3.405,252.094,56.375,3.030,352,1%,336,18,210%,16,086,000%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Campania,7.595,1.280.711,130.058,2.312,612,0%,574,10,380%,38,068,270%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Emilia-Romagna,3.682,1.223.601,32.604,735,1.068,3%,1.015,23,-290%,53,119,000%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Friuli Venezia Giulia,1.046,318.793,18.768,1.562,139,1%,130,11,-580%,9,075,000%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Lazio,8.756,1.160.165,98.457,1.718,1.099,1%,1.030,18,-230%,69,120,-680%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Liguria,1.572,363.155,13.700,902,248,2%,237,16,-170%,11,072,000%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Lombardia,8.183,2.415.343,124.825,1.251,880,1%,809,8,-240%,71,071,-270%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Marche,2.424,354.260,14.162,945,168,1%,160,11,460%,8,053,-3330%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Molise,434,43.454,6.779,2.303,22,0%,20,7,-910%,2,068,000%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
P.A. Bolzano,652,197.030,5.618,1.050,57,1%,54,10,-1000%,3,056,000%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
P.A. Trento,389,143.675,3.133,578,39,1%,37,7,1560%,2,037,000%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Piemonte,2.811,1.009.485,45.445,1.063,614,1%,594,14,-340%,20,047,-1300%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Puglia,6.999,805.869,87.416,2.222,564,1%,542,14,-130%,22,056,-1850%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Sardegna,2.589,200.734,26.118,1.643,353,1%,334,21,180%,19,119,560%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Sicilia,6.002,874.974,227.578,4.708,942,0%,880,18,-020%,62,128,510%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Toscana,5.203,910.187,34.652,938,699,2%,668,18,200%,31,084,-1140%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Umbria,2.303,206.787,18.003,2.080,171,1%,167,19,-060%,4,046,000%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Valle d'Aosta,71,31.725,1.042,840,14,1%,14,11,-1250%,0,000,-10000%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Veneto,5.795,1.395.268,57.002,1.171,466,1%,443,9,230%,23,047,-1480%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
Italia,72.568,13.563.466,1.054.167,1.780,8.887,1%,8.410,14,-070%,477,081,-500%,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13
