Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,373,525.699,25.514,1.992,223,1%,215,17,-180%,8,062,-1110%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Basilicata,127,174.672,8.708,1.597,42,0%,41,8,-470%,1,018,000%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Calabria,605,517.067,68.252,3.668,227,0%,213,11,-450%,14,075,770%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Campania,903,2.152.217,121.636,2.163,449,0%,426,8,120%,23,041,450%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Emilia-Romagna,695,1.796.606,29.970,675,1.331,4%,1.290,29,210%,41,092,790%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Friuli Venezia Giulia,196,465.810,9.987,831,237,2%,232,19,090%,5,042,-1670%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Lazio,614,1.992.345,148.153,2.585,855,1%,805,14,-110%,50,087,-200%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Liguria,313,550.355,11.238,740,376,3%,368,24,510%,8,053,000%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Lombardia,783,3.428.161,56.366,565,947,2%,917,9,130%,30,030,-320%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Marche,348,592.304,12.012,802,137,1%,132,9,150%,5,033,000%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Molise,67,84.972,6.252,2.124,21,0%,20,7,1110%,1,034,000%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
P.A. Bolzano,117,251.781,2.560,479,51,2%,50,9,870%,1,019,000%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
P.A. Trento,105,199.484,3.536,652,83,2%,82,15,1080%,1,018,000%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Piemonte,568,1.409.744,35.089,821,420,1%,411,10,-350%,9,021,-1820%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Puglia,541,1.432.176,37.218,946,404,1%,388,10,-080%,16,041,670%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Sardegna,494,430.158,18.144,1.141,147,1%,137,9,620%,10,063,000%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Sicilia,794,1.595.204,110.574,2.288,704,1%,672,14,180%,32,066,000%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Toscana,223,1.361.089,84.227,2.281,448,1%,428,12,-070%,20,054,000%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Umbria,151,360.005,6.652,769,187,3%,186,21,-160%,1,012,000%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Valle d'Aosta,24,42.925,873,704,12,1%,12,10,910%,0,000,000%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Veneto,903,2.155.591,57.062,1.172,542,1%,519,11,-230%,23,047,-800%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Italia,8.944,21.518.365,854.023,1.442,7.843,1%,7.544,13,050%,299,050,-070%,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
