Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,80,1324,7,177,23,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Basilicata,47,368,0,88,13,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Calabria,153,945,16,169,2,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Campania,358,3849,19,548,195,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Emilia-Romagna,411,7920,48,889,0,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Friuli Venezia Giulia,46,1277,11,175,0,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Lazio,441,6421,72,943,243,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Liguria,76,1689,10,218,12,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Lombardia,332,6369,45,1530,0,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Marche,66,971,16,212,61,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Molise,8,176,0,39,26,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
P.A. Bolzano,18,500,5,100,20,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
P.A. Trento,25,517,0,90,0,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Piemonte,145,5824,14,628,99,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Puglia,241,2741,25,482,0,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Sardegna,237,1602,21,204,16,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Sicilia,806,3822,108,926,0,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Toscana,419,4973,53,570,34,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Umbria,51,684,7,91,36,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Valle d'Aosta,0,83,0,33,0,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Veneto,173,6000,48,1000,0,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
Italia,4133,58055,525,9112,780,Dati della Protezione Civile del 29 Agosto 2021 ore 18:03
