Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,809,524.283,25.371,1.981,232,1%,223,17,-300%,9,070,000%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Basilicata,252,174.282,8.870,1.627,54,1%,52,10,-550%,2,037,000%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Calabria,1.088,514.882,69.225,3.721,241,0%,229,12,-910%,12,064,-770%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Campania,2.276,2.148.593,121.546,2.161,485,0%,462,8,130%,23,041,450%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Emilia-Romagna,1.926,1.793.235,35.362,797,1.270,4%,1.236,28,-760%,34,077,-1710%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Friuli Venezia Giulia,732,464.968,12.345,1.027,229,2%,226,19,-090%,3,025,-2500%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Lazio,1.861,1.988.856,152.735,2.665,899,1%,847,15,-240%,52,091,-370%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Liguria,849,549.105,12.718,838,361,3%,354,23,-140%,7,046,000%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Lombardia,2.813,3.424.288,59.636,597,1.010,2%,979,10,-310%,31,031,1070%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Marche,931,590.692,14.700,981,135,1%,130,9,-370%,5,033,2500%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Molise,135,84.625,5.913,2.009,25,0%,24,8,-1430%,1,034,-5000%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
P.A. Bolzano,264,251.427,3.124,584,58,2%,57,11,-660%,1,019,000%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
P.A. Trento,337,199.017,3.946,728,63,2%,62,11,-880%,1,018,000%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Piemonte,1.351,1.407.775,36.305,849,428,1%,418,10,-350%,10,023,1110%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Puglia,1.855,1.429.674,38.333,974,413,1%,398,10,130%,15,038,-1180%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Sardegna,580,429.258,18.103,1.139,137,1%,128,8,-300%,9,057,-1820%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Sicilia,2.087,1.592.025,113.500,2.348,735,1%,704,15,-210%,31,064,-1390%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Toscana,1.149,1.359.692,85.504,2.315,473,1%,457,12,-320%,16,043,-590%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Umbria,445,359.266,10.439,1.206,208,2%,205,24,-550%,3,035,-2500%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Valle d'Aosta,48,42.850,953,768,10,1%,10,8,2500%,0,000,000%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Veneto,2.999,2.151.283,59.494,1.222,580,1%,554,11,-480%,26,053,830%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
Italia,24.787,21.480.076,888.122,1.499,8.046,1%,7.755,13,-360%,291,049,-490%,Dati della Protezione Civile del 13 Agosto 2022 ore 23:19
