Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,202,1382,10,181,0,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Basilicata,65,395,1,79,13,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Calabria,170,984,5,194,0,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Campania,380,4017,21,585,0,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Emilia-Romagna,866,9001,31,889,0,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Friuli Venezia Giulia,99,1277,3,175,0,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Lazio,597,6421,33,943,243,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Liguria,145,1643,8,218,12,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Lombardia,615,10457,35,1810,0,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Marche,72,988,4,230,49,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Molise,10,176,3,39,26,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
P.A. Bolzano,34,500,1,100,20,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
P.A. Trento,30,517,3,90,0,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Piemonte,331,6794,17,628,99,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Puglia,306,2903,13,503,0,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Sardegna,156,1602,9,204,16,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Sicilia,529,3629,21,813,0,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Toscana,302,5033,21,570,8,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Umbria,105,662,3,86,41,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Valle d'Aosta,12,85,0,13,21,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Veneto,255,6000,13,1000,0,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
Italia,5281,64466,255,9350,548,Dati della Protezione Civile del 30 Maggio 2022 ore 23:45
