Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,100,73.242,6.968,539,221,3%,199,15,-290%,22,170,1580%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Basilicata,92,25.627,5.138,929,116,2%,107,19,-270%,9,163,000%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Calabria,224,64.632,12.383,654,382,3%,361,19,-500%,21,111,-1600%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Campania,919,411.636,79.642,1.394,1.273,2%,1.174,21,-180%,99,173,-290%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Emilia-Romagna,452,379.577,23.429,525,1.199,5%,1.042,23,-140%,157,352,-190%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Friuli Venezia Giulia,33,106.505,5.724,475,88,2%,72,6,-270%,16,133,000%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Lazio,577,336.474,33.427,581,1.784,5%,1.548,27,-270%,236,410,130%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Liguria,80,101.782,2.966,195,331,11%,280,18,-340%,51,334,-190%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Lombardia,796,825.489,38.514,384,2.435,6%,2.053,20,-490%,382,381,-210%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Marche,215,101.024,4.745,314,303,6%,256,17,-480%,47,311,000%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Molise,14,13.514,314,104,22,7%,18,6,000%,4,133,000%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
P.A. Bolzano,61,72.225,1.005,189,24,2%,18,3,-1430%,6,113,-1430%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
P.A. Trento,83,44.914,773,142,65,8%,48,9,210%,17,312,-560%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Piemonte,403,355.810,10.855,252,1.388,13%,1.250,29,-260%,138,320,-070%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Puglia,404,246.349,38.718,979,1.251,3%,1.124,28,-020%,127,321,-520%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Sardegna,33,56.132,14.401,894,251,2%,212,13,-280%,39,242,260%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Sicilia,405,220.055,17.159,352,930,5%,812,17,-250%,118,242,350%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Toscana,506,236.769,14.271,386,1.017,7%,842,23,-480%,175,474,-280%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Umbria,59,55.804,2.383,274,140,6%,124,14,160%,16,184,000%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Valle d'Aosta,20,11.384,451,361,26,6%,22,18,-830%,4,320,-2000%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Veneto,277,420.178,15.616,320,667,4%,572,12,-220%,95,195,-210%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
Italia,5.753,4.159.122,328.882,551,13.913,4%,12.134,20,-290%,1.779,298,-140%,Dati della Protezione Civile del 16 Maggio 2021 ore 18:18
