Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,351,67.506,10.203,781,639,6%,571,44,-240%,68,521,-420%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Basilicata,204,20.564,5.023,902,179,4%,169,30,000%,10,180,000%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Calabria,512,50.611,12.047,626,504,4%,465,24,380%,39,203,260%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Campania,2.225,353.117,91.238,1.577,1.706,2%,1.558,27,-290%,148,256,000%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Emilia-Romagna,1.488,348.305,68.218,1.527,3.260,5%,2.917,65,-440%,343,768,-260%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Friuli Venezia Giulia,336,100.809,11.731,968,606,5%,529,44,-450%,77,636,000%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Lazio,1.363,298.580,51.941,886,3.541,7%,3.173,54,-170%,368,627,-370%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Liguria,421,93.187,7.615,493,719,9%,645,42,-460%,74,480,-630%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Lombardia,3.289,761.637,81.579,807,7.080,9%,6.252,62,-380%,828,819,-020%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Marche,452,91.662,8.259,544,880,11%,746,49,-120%,134,883,-290%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Molise,43,12.523,644,213,67,10%,54,18,000%,13,430,-710%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
P.A. Bolzano,110,69.864,551,104,89,16%,72,14,-270%,17,320,000%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
P.A. Trento,107,42.221,1.906,351,189,10%,146,27,-700%,43,792,-650%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Piemonte,1.798,323.937,29.683,684,4.035,14%,3.706,85,-250%,329,758,-490%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Puglia,1.791,207.367,51.047,1.274,2.240,4%,1.980,49,-200%,260,649,160%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Sardegna,380,48.315,16.449,1.009,371,2%,321,20,630%,50,307,200%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Sicilia,1.505,184.138,21.752,438,1.317,6%,1.149,23,270%,168,338,240%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Toscana,1.309,206.809,28.160,756,1.988,7%,1.704,46,-020%,284,763,-040%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Umbria,201,52.157,4.270,485,329,8%,286,32,-270%,43,488,-230%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Valle d'Aosta,65,9.935,1.127,898,78,7%,66,53,1190%,12,956,000%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Veneto,988,393.282,32.918,671,1.932,6%,1.637,33,-330%,295,601,-330%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
Italia,18.938,3.736.526,536.361,890,31.749,6%,28.146,47,-240%,3.603,598,-160%,Dati della Protezione Civile del 09 Aprile 2021 ore 18:35
