Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,312,1382,11,181,14,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Basilicata,98,383,1,79,14,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Calabria,338,1073,19,198,0,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Campania,708,4120,37,581,0,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Emilia-Romagna,1239,9001,36,889,0,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Friuli Venezia Giulia,140,1277,0,175,0,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Lazio,1115,6421,71,943,243,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Liguria,256,1641,8,219,12,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Lombardia,1108,10457,39,1810,0,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Marche,225,1013,10,256,53,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Molise,30,176,2,39,26,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
P.A. Bolzano,42,500,2,100,20,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
P.A. Trento,60,517,3,90,0,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Piemonte,664,6794,21,628,99,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Puglia,673,2923,38,503,0,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Sardegna,324,1602,27,204,16,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Sicilia,976,3765,62,849,0,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Toscana,810,5033,42,570,10,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Umbria,275,662,7,86,41,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Valle d'Aosta,13,163,1,34,0,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Veneto,617,6000,25,1000,0,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Italia,10023,64903,462,9434,548,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
