Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,54,1324,9,181,19,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Basilicata,20,364,0,88,13,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Calabria,91,966,5,174,3,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Campania,214,3511,20,555,189,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Emilia-Romagna,283,7920,31,889,0,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Friuli Venezia Giulia,59,1277,10,175,0,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Lazio,357,6421,47,943,0,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Liguria,58,1700,10,217,12,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Lombardia,300,6369,45,1530,0,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Marche,44,964,17,212,62,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Molise,6,176,1,39,26,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
P.A. Bolzano,43,500,6,100,20,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
P.A. Trento,10,517,2,90,0,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Piemonte,181,5824,18,628,99,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Puglia,131,2745,19,482,0,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Sardegna,41,1602,5,204,16,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Sicilia,286,3702,38,895,0,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Toscana,225,5033,26,570,36,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Umbria,35,662,7,84,43,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Valle d'Aosta,6,83,0,33,0,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Veneto,165,6000,31,1000,0,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Italia,2609,57660,347,9089,538,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
