Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,2.180,476.077,47.035,3.672,265,1%,262,20,-190%,3,023,-2500%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Basilicata,600,161.546,15.467,2.837,101,1%,101,19,740%,0,000,000%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Calabria,2.113,462.441,67.334,3.619,333,0%,317,17,-060%,16,086,1430%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Campania,7.145,2.017.677,192.400,3.421,699,0%,663,12,-680%,36,064,1250%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Emilia-Romagna,6.244,1.689.574,85.200,1.919,1.591,2%,1.544,35,270%,47,106,-600%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Friuli Venezia Giulia,1.397,431.480,23.416,1.949,278,1%,272,23,460%,6,050,5000%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Lazio,6.877,1.877.498,221.350,3.863,1.121,1%,1.048,18,340%,73,127,-140%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Liguria,1.758,511.022,23.674,1.559,425,2%,413,27,270%,12,079,000%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Lombardia,8.971,3.254.467,170.700,1.710,1.566,1%,1.526,15,130%,40,040,-480%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Marche,2.468,544.720,22.448,1.498,183,1%,178,12,-170%,5,033,-1670%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Molise,405,77.969,5.437,1.847,22,0%,20,7,-480%,2,068,000%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
P.A. Bolzano,543,238.674,7.204,1.347,101,1%,98,18,000%,3,056,20000%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
P.A. Trento,654,186.367,7.965,1.469,94,1%,92,17,700%,2,037,-3330%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Piemonte,3.735,1.333.170,62.599,1.464,584,1%,572,13,690%,12,028,910%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Puglia,4.765,1.332.178,92.345,2.347,531,1%,514,13,280%,17,043,000%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Sardegna,1.551,394.061,42.305,2.661,186,0%,176,11,350%,10,063,1110%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Sicilia,5.127,1.485.694,153.662,3.179,1.062,1%,1.011,21,-030%,51,106,-380%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Toscana,3.386,1.292.620,92.239,2.498,776,1%,749,20,220%,27,073,-1560%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Umbria,1.306,333.776,23.421,2.706,284,1%,275,32,-110%,9,104,2860%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Valle d'Aosta,169,40.157,1.877,1.513,23,1%,23,19,1500%,0,000,-10000%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Veneto,6.423,2.004.691,106.972,2.197,754,1%,722,15,010%,32,066,320%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Italia,67.817,20.145.859,1.465.050,2.473,10.979,1%,10.576,18,140%,403,068,-050%,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
