Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.148,573.717,17.753,1.386,165,1%,164,13,-240%,1,008,000%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Basilicata,217,186.394,5.438,998,28,1%,28,5,370%,0,000,-10000%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Calabria,981,569.112,11.720,630,156,1%,152,8,-320%,4,021,-2000%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Campania,2.401,2.260.297,46.178,821,276,1%,262,5,-680%,14,025,-670%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Emilia-Romagna,4.070,1.910.554,44.573,1.004,968,2%,938,21,-170%,30,068,-320%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,1.435,509.177,13.777,1.147,234,2%,223,19,-390%,11,092,-830%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Lazio,3.875,2.115.842,56.420,985,556,1%,518,9,-300%,38,066,560%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Liguria,1.182,589.568,9.740,641,212,2%,205,14,250%,7,046,1670%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Lombardia,8.771,3.673.896,88.297,885,1.081,1%,1.065,11,-330%,16,016,1430%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Marche,1.335,638.481,8.790,587,115,1%,114,8,090%,1,007,000%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Molise,146,92.010,4.213,1.432,7,0%,6,2,-1430%,1,034,000%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
P.A. Bolzano,852,273.732,6.574,1.229,124,2%,118,22,-710%,6,112,2000%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
P.A. Trento,749,222.691,5.464,1.008,92,2%,89,16,-630%,3,055,000%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Piemonte,4.991,1.536.440,57.058,1.335,722,1%,703,16,-280%,19,044,560%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Puglia,1.601,1.496.272,14.243,362,147,1%,138,4,950%,9,023,1250%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Sardegna,751,457.652,6.826,429,92,1%,88,6,-1020%,4,025,3330%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Sicilia,1.443,1.666.292,15.980,331,250,2%,232,5,040%,18,037,590%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Toscana,2.675,1.435.562,49.424,1.338,466,1%,445,12,140%,21,057,1050%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Umbria,1.023,389.412,8.463,978,176,2%,176,20,-060%,0,000,-10000%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Valle d'Aosta,120,46.138,1.460,1.177,38,3%,38,31,2260%,0,000,000%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Veneto,5.939,2.346.962,66.632,1.368,689,1%,656,13,-110%,33,068,310%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
Italia,45.705,22.990.201,539.023,910,6.594,1%,6.358,11,-190%,236,040,350%,Dati della Protezione Civile del 13 Ottobre 2022 ore 23:45
