Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,365,36651,11331,868,502,4%,463,35,-1.7&,39,2.99,0%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Basilicata,210,11409,6345,1139,96,2%,92,17,-1.1&,4,0.72,0%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Calabria,398,25386,8691,452,264,3%,244,13,0.8&,20,1.04,5.3%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Campania,1366,195219,76343,1319,1461,2%,1362,24,-0.7&,99,1.71,2.1%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Emilia-Romagna,1576,182661,58069,1300,2901,5%,2665,60,-1.1&,236,5.28,1.7%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Friuli Venezia Giulia,606,52876,11830,977,711,6%,649,54,-1.2&,62,5.12,5.1%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Lazio,2007,172980,77766,1326,3149,4%,2843,48,-0.9&,306,5.22,-0.6%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Liguria,365,62278,5424,351,768,14%,703,46,-0.7&,65,4.21,-11%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Lombardia,2952,490223,52691,521,3895,7%,3424,34,2.4&,471,4.66,-0.8%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Marche,743,44530,13298,876,579,4%,512,34,3.4&,67,4.41,3.1%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Molise,27,6796,1471,487,66,4%,57,19,0&,9,2.98,12.5%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
P.A. Bolzano,320,30451,11105,2087,230,2%,203,38,0&,27,5.07,0%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
P.A. Trento,203,22903,2024,373,404,20%,359,66,-3.2&,45,8.29,0%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Piemonte,1163,202778,18415,424,2965,16%,2773,64,-2.6&,192,4.42,2.7%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Puglia,1581,96946,54028,1348,1536,3%,1383,35,-1.3&,153,3.82,0.7%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Sardegna,335,32605,16913,1037,541,3%,494,30,1.2&,47,2.88,4.4%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Sicilia,1692,101206,37739,760,1384,4%,1190,24,-0.7&,194,3.9,2.1%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Toscana,411,122831,9449,254,961,10%,815,22,-5.2&,146,3.92,5%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Umbria,347,30075,4074,463,322,8%,277,31,0.7&,45,5.11,4.7%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Valle d'Aosta,26,7406,407,324,55,14%,54,43,0&,1,0.8,0%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Veneto,3638,273735,91299,1860,2955,3%,2612,53,-3&,343,6.99,-5%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
Italia,20331,2201945,568712,944,25745,5%,23174,38,-0.9&,2571,4.27,0.1%,Dati della Protezione Civile del 06 Gennaio 2021 ore 19:28
