Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,178,1382,6,181,0,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Basilicata,54,397,0,79,13,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Calabria,163,978,4,178,0,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Campania,334,4011,16,585,0,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Emilia-Romagna,784,9001,29,889,0,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Friuli Venezia Giulia,83,1277,3,175,0,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Lazio,552,6421,31,943,243,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Liguria,131,1643,7,218,12,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Lombardia,518,10457,34,1810,0,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Marche,69,983,2,230,49,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Molise,9,176,2,39,26,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
P.A. Bolzano,33,500,1,100,20,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
P.A. Trento,25,517,2,90,0,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Piemonte,263,6794,8,628,99,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Puglia,252,2903,18,503,0,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Sardegna,118,1602,9,204,16,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Sicilia,518,3587,25,795,0,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Toscana,230,5033,17,570,13,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Umbria,99,662,2,86,41,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Valle d'Aosta,8,85,0,13,21,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Veneto,223,6000,9,1000,0,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
Italia,4644,64409,225,9316,553,Dati della Protezione Civile del 03 Giugno 2022 ore 23:45
