Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,76,77.535,2.032,157,61,3%,56,4,1200%,5,039,000%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Basilicata,63,28.103,1.126,204,34,3%,32,6,320%,2,036,10000%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Calabria,250,73.704,3.475,183,110,3%,103,5,-100%,7,037,000%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Campania,473,438.246,9.175,161,328,4%,313,5,-130%,15,026,-630%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Emilia-Romagna,551,403.150,13.148,295,361,3%,326,7,320%,35,078,-790%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Friuli Venezia Giulia,61,109.312,901,75,35,4%,30,2,340%,5,041,2500%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Lazio,467,367.020,18.530,322,523,3%,456,8,040%,67,116,000%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Liguria,169,107.437,1.781,117,83,5%,71,5,760%,12,079,000%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Lombardia,333,861.902,13.231,132,350,3%,308,3,-280%,42,042,1670%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Marche,160,108.004,2.972,196,45,2%,39,3,1470%,6,040,000%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Molise,21,14.068,160,53,9,6%,8,3,000%,1,033,000%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
P.A. Bolzano,22,74.260,530,100,19,4%,18,3,5000%,1,019,000%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
P.A. Trento,47,46.897,447,82,20,4%,19,3,1880%,1,018,000%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Piemonte,202,369.045,3.444,80,124,4%,115,3,550%,9,021,1250%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Puglia,184,259.682,4.208,106,150,4%,128,3,000%,22,056,480%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Sardegna,275,67.038,7.290,452,155,2%,134,8,230%,21,130,000%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Sicilia,946,255.471,18.036,370,606,3%,538,11,130%,68,139,460%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Toscana,725,261.976,12.381,335,320,3%,287,8,710%,33,089,000%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Umbria,117,60.112,2.205,253,35,2%,33,4,310%,2,023,000%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Valle d'Aosta,13,11.906,126,101,4,3%,4,3,000%,0,000,000%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Veneto,509,445.801,13.330,273,174,1%,144,3,000%,30,061,1110%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Italia,5.664,4.440.669,128.528,216,3.546,3%,3.162,5,200%,384,064,320%,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
