Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,241,45833,10749,823,542,5%,491,38,0.8%,51,3.91,4.1%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Basilicata,106,13807,3290,591,85,3%,82,15,0%,3,0.54,200%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Calabria,188,34521,7226,375,267,4%,243,13,3.8%,24,1.25,-4%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Campania,1274,234596,65333,1129,1652,3%,1540,27,-0.1%,112,1.94,1.8%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Emilia-Romagna,977,229157,42884,960,2153,5%,1971,44,-1.5%,182,4.07,-0.5%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Friuli Venezia Giulia,271,70515,10546,871,567,5%,501,41,-4.9%,66,5.45,4.8%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Lazio,847,214049,47046,802,2525,5%,2257,38,0.4%,268,4.57,-1.5%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Liguria,257,72226,4730,307,679,14%,616,40,1.1%,63,4.08,0%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Lombardia,1625,552005,47039,466,3916,8%,3553,35,1.8%,363,3.59,0.3%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Marche,270,58582,7605,501,616,8%,542,36,1.1%,74,4.87,1.4%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Molise,21,8972,1354,448,79,6%,69,23,-2.8%,10,3.31,-9.1%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
P.A. Bolzano,721,45457,5656,1063,280,5%,250,47,0%,30,5.64,0%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
P.A. Trento,164,29138,2572,474,173,7%,144,27,2.1%,29,5.34,3.6%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Piemonte,619,229381,12071,278,2188,18%,2040,47,0.2%,148,3.41,0%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Puglia,681,130148,48560,1211,1580,3%,1415,35,-2.4%,165,4.12,0.6%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Sardegna,81,39664,14386,882,408,3%,371,23,-2.4%,37,2.27,5.7%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Sicilia,744,142776,38521,775,1337,3%,1161,23,-2.6%,176,3.54,-2.8%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Toscana,453,139594,10741,289,814,8%,701,19,1.4%,113,3.04,0.9%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Umbria,375,39049,7173,815,513,7%,434,49,2.6%,79,8.97,2.6%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Valle d'Aosta,14,7870,155,124,22,14%,19,15,-24%,3,2.39,0%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Veneto,701,317979,26330,537,1259,5%,1112,23,0.2%,147,3,-3.9%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Italia,10630,2655319,413967,687,21655,5%,19512,32,-0.1%,2143,3.56,0%,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
