Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,180,1382,6,181,0,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Basilicata,62,362,2,79,14,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Calabria,242,1002,8,183,0,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Campania,581,3899,34,573,0,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Emilia-Romagna,1152,9001,28,889,0,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Friuli Venezia Giulia,165,1277,7,175,0,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Lazio,721,6421,62,943,243,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Liguria,267,1649,7,218,12,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Lombardia,1103,10457,26,1810,0,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Marche,136,983,8,230,50,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Molise,12,176,1,39,26,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
P.A. Bolzano,60,500,3,100,20,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
P.A. Trento,64,517,1,90,0,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Piemonte,447,6794,8,628,99,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Puglia,380,2736,18,405,0,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Sardegna,150,1602,11,204,16,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Sicilia,903,3644,38,778,0,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Toscana,588,5033,23,570,14,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Umbria,213,662,7,86,41,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Valle d'Aosta,17,85,0,13,21,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Veneto,560,6000,25,1000,0,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Italia,8003,64182,323,9194,556,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
