Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,612,425.222,23.831,1.860,125,1%,121,9,800%,4,031,000%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Basilicata,280,144.287,8.959,1.643,51,1%,50,9,420%,1,018,000%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Calabria,724,410.409,34.969,1.879,179,1%,173,9,750%,6,032,2000%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Campania,2.647,1.791.258,94.316,1.677,414,0%,390,7,800%,24,043,430%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Emilia-Romagna,2.961,1.554.149,40.499,912,936,2%,907,20,520%,29,065,-650%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Friuli Venezia Giulia,356,396.049,11.214,933,164,1%,155,13,470%,9,075,1250%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Lazio,3.623,1.685.663,138.311,2.414,648,0%,597,10,820%,51,089,-190%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Liguria,493,469.067,11.302,744,178,2%,174,11,480%,4,026,000%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Lombardia,3.043,3.011.742,88.594,888,794,1%,780,8,530%,14,014,-670%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Marche,693,492.497,4.679,312,82,2%,79,5,820%,3,020,000%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Molise,141,69.825,2.712,922,17,1%,16,5,7780%,1,034,-5000%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
P.A. Bolzano,153,225.034,3.414,638,81,2%,79,15,3620%,2,037,10000%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
P.A. Trento,130,173.011,3.032,559,46,2%,46,8,950%,0,000,000%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Piemonte,1.124,1.237.456,35.929,840,311,1%,301,7,790%,10,023,1110%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Puglia,1.573,1.186.403,35.725,908,279,1%,269,7,000%,10,025,1110%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Sardegna,868,342.170,20.984,1.320,132,1%,125,8,1790%,7,044,000%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Sicilia,1.806,1.276.996,67.637,1.399,774,1%,748,15,640%,26,054,1300%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Toscana,995,1.196.650,42.410,1.148,361,1%,347,9,300%,14,038,1670%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Umbria,515,301.190,11.505,1.329,139,1%,137,16,700%,2,023,000%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Valle d'Aosta,11,37.596,622,501,9,1%,9,7,000%,0,000,000%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Veneto,1.999,1.832.587,58.207,1.195,387,1%,370,8,050%,17,035,630%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Italia,24.747,18.259.261,738.851,1.247,6.107,1%,5.873,10,620%,234,040,310%,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
