Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,1.080,232.079,115.833,9.042,544,0%,510,40,180%,34,265,000%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Basilicata,428,70.435,20.202,3.706,95,0%,91,17,-110%,4,073,3330%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Calabria,1.069,181.634,43.005,2.311,402,1%,377,20,240%,25,134,-380%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Campania,4.041,1.095.280,196.805,3.499,1.431,1%,1.351,24,050%,80,142,260%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Emilia-Romagna,5.203,1.112.384,138.188,3.113,2.607,2%,2.463,55,210%,144,324,070%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Friuli Venezia Giulia,644,285.749,42.469,3.535,520,1%,479,40,170%,41,341,-240%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Lazio,5.313,951.333,272.293,4.752,2.298,1%,2.099,37,190%,199,347,150%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Liguria,945,316.562,37.653,2.480,718,2%,685,45,040%,33,217,000%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Lombardia,3.116,2.213.519,254.373,2.548,2.765,1%,2.558,26,-090%,207,207,-280%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Marche,1.022,286.561,23.551,1.572,377,2%,325,22,000%,52,347,-370%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Molise,214,32.609,8.917,3.030,48,1%,45,15,980%,3,102,000%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
P.A. Bolzano,600,172.752,15.783,2.951,150,1%,139,26,860%,11,206,-830%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
P.A. Trento,361,129.836,12.755,2.353,173,1%,155,29,840%,18,332,-1430%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Piemonte,3.688,918.928,95.586,2.236,2.060,2%,1.963,46,140%,97,227,-200%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Puglia,2.345,645.493,105.994,2.694,820,1%,750,19,-010%,70,178,000%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Sardegna,1.440,138.244,28.824,1.813,394,1%,363,23,060%,31,195,-310%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Sicilia,3.463,673.220,273.993,5.668,1.539,1%,1.412,29,110%,127,263,000%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Toscana,2.783,786.999,114.060,3.089,1.387,1%,1.287,35,000%,100,271,310%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Umbria,597,165.443,18.399,2.126,229,1%,220,25,190%,9,104,1250%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Valle d'Aosta,37,30.210,3.268,2.634,52,2%,49,39,-200%,3,242,000%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Veneto,2.858,1.224.068,168.750,3.465,1.489,1%,1.354,28,010%,135,277,-150%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
Italia,41.247,11.663.338,1.990.701,3.361,20.098,1%,18.675,32,100%,1.423,240,-060%,Dati della Protezione Civile del 07 Febbraio 2022 ore 19:10
