Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,264,30974,16321,1250,730,4%,666,51,1.2&,64,4.9,-7.2%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Basilicata,35,9140,6284,1128,136,2%,123,22,1.7&,13,2.33,-13.3%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Calabria,139,19006,10127,526,399,4%,374,19,-0.5&,25,1.3,0%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Campania,1361,168794,97213,1680,1990,2%,1852,32,-2.4&,138,2.39,-1.4%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Emilia-Romagna,1079,138348,65843,1474,3090,5%,2857,64,2.7&,233,5.22,-0.4%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Friuli Venezia Giulia,633,37117,14955,1235,726,5%,663,55,0.8&,63,5.2,-1.6%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Lazio,1297,134425,93818,1599,3451,4%,3109,53,0.6&,342,5.83,0.3%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Liguria,191,54364,9247,599,929,10%,841,54,0&,88,5.7,-3.3%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Lombardia,1233,433560,89903,890,6493,7%,5727,57,-7.4&,766,7.58,-0.1%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Marche,229,33060,13517,890,603,4%,518,34,0.8&,85,5.6,-2.3%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Molise,14,5395,2537,839,57,2%,49,16,-2&,8,2.65,0%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
P.A. Bolzano,232,25787,10884,2046,427,4%,397,75,-17.8&,30,5.64,0%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
P.A. Trento,182,17599,2516,464,478,19%,430,79,0.9&,48,8.84,0%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Piemonte,906,180557,63483,1462,4420,7%,4102,94,-0.5&,318,7.32,-3.6%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Puglia,917,67174,48070,1199,1838,4%,1639,41,2.1&,199,4.96,1%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Sardegna,253,25031,15015,921,682,5%,621,38,0.8&,61,3.74,-1.6%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Sicilia,753,74308,38647,778,1572,4%,1374,28,0&,198,3.99,-0.5%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Toscana,505,109923,24605,661,1600,7%,1347,36,0.9&,253,6.8,0%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Umbria,89,25433,5656,643,379,7%,323,37,1.6&,56,6.36,-1.8%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Valle d'Aosta,17,6783,856,682,103,12%,90,72,-6.3&,13,10.36,44.4%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Veneto,2427,173371,81018,1651,2870,4%,2551,52,0.9&,319,6.5,0%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
Italia,12756,1770149,710515,1179,32973,5%,29653,49,-1.4&,3320,5.51,-0.7%,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35
