Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,25,75.308,924,71,26,3%,25,2,420%,1,008,000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Basilicata,10,27.069,540,98,14,3%,14,3,4000%,0,000,000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Calabria,77,69.552,2.005,106,50,2%,47,2,-210%,3,016,5000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Campania,204,426.748,6.908,121,183,3%,171,3,-1230%,12,021,000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Emilia-Romagna,200,388.272,2.358,53,163,7%,148,3,570%,15,034,710%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Friuli Venezia Giulia,26,107.214,233,19,7,3%,6,0,2000%,1,008,000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Lazio,443,348.443,2.645,46,130,5%,105,2,000%,25,043,000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Liguria,54,103.755,256,17,13,5%,8,1,1430%,5,033,000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Lombardia,399,845.091,8.253,82,173,2%,143,1,1170%,30,030,340%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Marche,52,104.199,1.419,94,13,1%,11,1,2220%,2,013,000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Molise,23,13.799,96,32,0,0%,0,0,-10000%,0,000,000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
P.A. Bolzano,10,73.455,140,26,5,4%,5,1,000%,0,000,000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
P.A. Trento,33,45.908,113,21,1,1%,0,0,-10000%,1,018,000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Piemonte,115,363.627,920,21,51,6%,48,1,-200%,3,007,-2500%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Puglia,46,254.045,1.641,42,74,5%,65,2,-580%,9,023,2860%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Sardegna,140,58.053,1.399,87,46,3%,43,3,240%,3,019,000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Sicilia,386,234.661,4.409,90,167,4%,144,3,290%,23,047,950%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Toscana,169,245.511,1.674,45,76,5%,60,2,-320%,16,043,670%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Umbria,56,57.049,662,76,5,1%,4,0,-4290%,1,011,000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Valle d'Aosta,5,11.708,22,18,0,0%,0,0,000%,0,000,000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Veneto,425,427.747,6.097,125,52,1%,41,1,-240%,11,023,1000%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
Italia,2.898,4.281.214,42.714,72,1.249,3%,1.088,2,-010%,161,027,520%,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29
