Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,3.590,442.990,36.665,2.862,186,1%,180,14,340%,6,047,2000%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Basilicata,1.365,150.022,10.096,1.852,64,1%,62,11,-460%,2,037,000%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Calabria,3.537,427.446,46.101,2.478,250,1%,242,13,390%,8,043,1430%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Campania,18.663,1.875.897,142.818,2.539,615,0%,581,10,760%,34,060,300%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Emilia-Romagna,5.493,1.600.308,61.341,1.382,1.180,2%,1.152,26,190%,28,063,000%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Friuli Venezia Giulia,2.607,408.763,17.315,1.441,172,1%,165,14,-060%,7,058,-2220%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Lazio,13.555,1.763.340,176.157,3.074,783,0%,721,13,310%,62,108,000%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Liguria,3.234,484.131,18.863,1.242,274,1%,267,18,080%,7,046,000%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Lombardia,19.037,3.105.361,128.780,1.290,1.129,1%,1.103,11,740%,26,026,400%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Marche,3.686,509.978,14.696,981,144,1%,136,9,790%,8,053,6000%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Molise,420,72.736,3.823,1.299,13,0%,12,4,000%,1,034,000%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
P.A. Bolzano,1.039,229.885,5.420,1.013,63,1%,60,11,170%,3,056,5000%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
P.A. Trento,840,177.345,4.900,904,65,1%,64,12,2800%,1,018,000%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Piemonte,7.449,1.271.850,49.588,1.160,455,1%,447,10,540%,8,019,-2000%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Puglia,11.642,1.239.956,64.986,1.652,398,1%,380,10,190%,18,046,2860%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Sardegna,3.784,362.252,31.156,1.959,161,1%,150,9,1360%,11,069,3750%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Sicilia,9.993,1.335.161,105.639,2.185,941,1%,903,19,400%,38,079,860%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Toscana,7.930,1.234.255,66.262,1.794,611,1%,588,16,610%,23,062,1500%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Umbria,2.024,312.682,17.148,1.981,220,1%,213,25,390%,7,081,1670%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Valle d'Aosta,180,38.315,970,782,17,2%,17,14,-560%,0,000,000%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Veneto,12.206,1.896.098,84.548,1.736,585,1%,560,11,610%,25,051,870%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
Italia,132.274,18.938.771,1.087.272,1.835,8.326,1%,8.003,14,460%,323,055,660%,Dati della Protezione Civile del 05 Luglio 2022 ore 23:45
