Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,87,80.284,2.093,162,80,4%,73,6,-270%,7,054,000%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Basilicata,57,29.552,1.322,239,50,4%,46,8,-610%,4,072,000%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Calabria,155,81.192,4.876,257,186,4%,168,9,310%,18,095,000%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Campania,301,451.125,7.785,136,360,5%,339,6,090%,21,037,000%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Emilia-Romagna,314,418.565,14.208,318,471,3%,428,10,190%,43,096,-440%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Friuli Venezia Giulia,91,112.472,1.422,118,54,4%,45,4,230%,9,075,-1820%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Lazio,326,379.617,12.248,213,510,4%,448,8,-090%,62,108,-310%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Liguria,98,111.468,1.697,111,101,6%,93,6,330%,8,052,-1110%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Lombardia,435,876.965,11.440,114,496,4%,436,4,480%,60,060,-320%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Marche,119,112.470,3.103,205,82,3%,55,4,-520%,27,178,380%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Molise,1,14.413,215,72,11,5%,9,3,-1000%,2,067,10000%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
P.A. Bolzano,71,76.016,988,185,29,3%,22,4,480%,7,131,000%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
P.A. Trento,33,47.926,433,79,20,5%,19,3,-500%,1,018,000%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Piemonte,204,375.610,3.640,84,224,6%,201,5,310%,23,053,-420%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Puglia,187,266.269,3.589,91,203,6%,183,5,-520%,20,051,000%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Sardegna,68,74.324,4.671,290,224,5%,201,12,-560%,23,143,-420%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Sicilia,684,290.013,25.504,523,871,3%,772,16,-250%,99,203,-390%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Toscana,279,277.279,9.084,246,420,5%,363,10,-450%,57,154,180%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Umbria,74,62.908,1.353,155,53,4%,46,5,-610%,7,080,000%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Valle d'Aosta,10,12.064,80,64,2,3%,2,2,000%,0,000,000%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Veneto,427,462.682,12.589,258,272,2%,216,4,-270%,56,115,570%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Italia,4.021,4.613.214,122.340,205,4.719,4%,4.165,7,-080%,554,093,-160%,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
