Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,489,410.833,16.781,1.310,144,1%,143,11,-710%,1,008,000%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Basilicata,147,139.418,13.980,2.565,38,0%,37,7,-260%,1,018,000%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Calabria,494,395.645,31.625,1.700,162,1%,158,8,330%,4,021,-2000%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Campania,2.122,1.731.164,122.027,2.170,297,0%,284,5,-040%,13,023,000%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Emilia-Romagna,1.811,1.503.530,18.055,407,677,4%,650,15,-150%,27,061,000%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Friuli Venezia Giulia,494,382.677,20.092,1.672,78,0%,75,6,-130%,3,025,000%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Lazio,2.942,1.605.363,118.219,2.063,483,0%,452,8,-380%,31,054,000%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Liguria,537,454.854,5.011,330,145,3%,141,9,-410%,4,026,3330%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Lombardia,3.088,2.921.212,88.712,889,457,1%,436,4,-480%,21,021,500%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Marche,489,478.301,3.385,226,57,2%,54,4,-360%,3,020,000%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Molise,104,66.850,2.742,932,9,0%,8,3,000%,1,034,000%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
P.A. Bolzano,199,220.103,1.760,329,37,2%,36,7,000%,1,019,000%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
P.A. Trento,115,168.951,1.212,224,25,2%,24,4,000%,1,018,000%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Piemonte,1.008,1.208.525,25.555,598,259,1%,246,6,-200%,13,030,-1330%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Puglia,1.467,1.146.752,18.581,472,257,1%,244,6,340%,13,033,-710%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Sardegna,809,320.157,11.005,692,100,1%,93,6,-110%,7,044,1670%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Sicilia,2.183,1.218.091,61.983,1.282,551,1%,528,11,020%,23,048,-800%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Toscana,1.177,1.162.512,24.658,668,200,1%,187,5,-600%,13,035,-1880%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Umbria,422,290.620,7.064,816,92,1%,90,10,000%,2,023,-3330%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Valle d'Aosta,33,36.906,401,323,8,2%,7,6,25000%,1,081,000%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Veneto,1.974,1.771.601,28.118,577,193,1%,183,4,-760%,10,021,2500%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
Italia,22.104,17.634.065,620.966,1.048,4.269,1%,4.076,7,-210%,193,033,-150%,Dati della Protezione Civile del 11 Giugno 2022 ore 23:45
