Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,178,1382,5,181,0,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Basilicata,34,332,0,79,13,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Calabria,153,944,9,168,0,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Campania,272,3878,15,575,0,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Emilia-Romagna,986,9001,35,889,0,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,226,1277,14,175,0,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Lazio,572,6421,39,943,243,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Liguria,216,1583,7,218,12,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Lombardia,1135,10457,16,1810,0,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Marche,131,983,7,230,48,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Molise,9,176,0,39,26,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
P.A. Bolzano,122,500,2,100,20,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
P.A. Trento,97,517,3,90,0,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Piemonte,759,6794,19,628,99,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Puglia,121,2735,7,405,0,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Sardegna,76,1602,5,204,16,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Sicilia,238,3275,16,790,0,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Toscana,441,5033,16,570,13,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Umbria,192,662,1,86,41,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Valle d'Aosta,40,67,0,13,21,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Veneto,717,6000,36,1000,0,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
Italia,6715,63619,252,9193,552,Dati della Protezione Civile del 16 Ottobre 2022 ore 23:45
