Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,344,32084,15309,1172,685,4%,622,48,-1.4&,63,4.82,-1.6%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Basilicata,50,9425,6220,1117,130,2%,115,21,0.9&,15,2.69,7.1%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Calabria,228,19796,9382,487,362,4%,339,18,-3.7&,23,1.19,4.5%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Campania,1219,173965,93260,1612,1938,2%,1804,31,0.6&,134,2.32,-2.2%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Emilia-Romagna,1940,144755,64762,1450,3039,5%,2819,63,0.2&,220,4.92,-0.9%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Friuli Venezia Giulia,573,40089,14173,1170,715,5%,655,54,0.2&,60,4.95,1.7%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Lazio,1339,139676,86609,1477,3278,4%,2937,50,-1.1&,341,5.81,1.2%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Liguria,331,55618,8395,544,843,10%,768,50,-1.8&,75,4.86,-2.6%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Lombardia,2335,443662,86349,855,5873,7%,5159,51,-2.5&,714,7.07,-0.4%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Marche,481,34798,12294,810,557,5%,476,31,-2.3&,81,5.33,-5.8%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Molise,119,5681,2658,879,63,2%,56,19,0&,7,2.32,-12.5%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
P.A. Bolzano,251,26784,10599,1992,247,2%,221,42,-8.7&,26,4.89,-3.7%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
P.A. Trento,157,18355,2515,463,461,18%,413,76,2.5&,48,8.84,9.1%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Piemonte,1011,185538,55974,1289,4126,7%,3835,88,-0.6&,291,6.7,-4.3%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Puglia,1175,72972,52146,1301,1738,3%,1547,39,-2.5&,191,4.77,-1.5%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Sardegna,633,26278,15424,946,648,4%,589,36,0.5&,59,3.62,-3.3%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Sicilia,808,78190,35719,719,1424,4%,1226,25,-1.4&,198,3.99,1%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Toscana,673,112344,18114,487,1399,8%,1180,32,-3.4&,219,5.88,-3.9%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Umbria,145,26190,4808,546,339,7%,294,33,-2.3&,45,5.11,-8.2%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Valle d'Aosta,34,6871,622,496,82,13%,74,59,-2.6&,8,6.37,0%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Veneto,4092,190641,90699,1848,2946,3%,2606,53,-0.1&,340,6.93,-1.4%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
Italia,17938,1843712,686031,1139,30893,5%,27735,46,-1.2&,3158,5.24,-1.3%,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35
