Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,124,30398,16641,1274,751,5%,678,52,1.6&,73,5.59,2.8%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Basilicata,106,9046,6393,1148,140,2%,124,22,4.2&,16,2.87,-11.1%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Calabria,175,18712,10341,537,409,4%,382,20,-2.1&,27,1.4,-15.6%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Campania,1060,166353,100295,1733,1977,2%,1840,32,-4&,137,2.37,-11.6%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Emilia-Romagna,1891,135651,69481,1555,3044,4%,2805,63,2.5&,239,5.35,-0.8%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Friuli Venezia Giulia,359,35826,14869,1227,723,5%,665,55,2&,58,4.79,-1.7%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Lazio,1372,131627,93514,1594,3549,4%,3209,55,2.3&,340,5.8,0%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Liguria,128,53907,10010,649,959,10%,867,56,-0.1&,92,5.96,0%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Lombardia,1562,430671,116000,1148,7143,6%,6362,63,-0.2&,781,7.73,-3.2%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Marche,145,32538,14048,925,600,4%,518,34,0&,82,5.4,0%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Molise,52,5338,2759,913,61,2%,52,17,-7.1&,9,2.98,-10%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
P.A. Bolzano,155,25476,10917,2052,438,4%,405,76,-1.2&,33,6.2,3.1%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
P.A. Trento,165,17268,2517,464,471,19%,423,78,2.2&,48,8.84,0%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Piemonte,911,178699,65749,1514,4588,7%,4243,98,0.1&,345,7.95,-3.9%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Puglia,1001,65342,46578,1162,1805,4%,1608,40,-0.3&,197,4.91,-3%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Sardegna,366,24552,15142,929,683,5%,619,38,0.5&,64,3.93,0%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Sicilia,918,72407,40246,810,1592,4%,1387,28,1.5&,205,4.13,-3.8%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Toscana,593,108990,28084,754,1618,6%,1365,37,0.4&,253,6.8,0.4%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Umbria,65,25209,5990,680,394,7%,338,38,1.8&,56,6.36,-6.7%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Valle d'Aosta,22,6748,944,752,115,12%,105,84,2.9&,10,7.97,25%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Veneto,2550,167799,78301,1595,2846,4%,2529,52,0.8&,317,6.46,2.9%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
Italia,13720,1742557,748819,1243,33906,5%,30524,51,0.4&,3382,5.61,-2.1%,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41
