Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,184,1382,4,181,0,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Basilicata,50,397,0,79,13,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Calabria,162,978,4,178,0,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Campania,327,4011,15,585,0,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Emilia-Romagna,678,9001,28,889,0,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Friuli Venezia Giulia,81,1277,1,175,0,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Lazio,537,6421,31,943,243,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Liguria,131,1643,7,218,12,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Lombardia,497,10457,35,1810,0,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Marche,68,983,1,230,49,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Molise,8,176,2,39,26,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
P.A. Bolzano,33,500,1,100,20,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
P.A. Trento,24,517,2,90,0,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Piemonte,254,6794,8,628,99,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Puglia,255,2903,16,503,0,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Sardegna,116,1602,8,204,16,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Sicilia,509,3588,28,795,0,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Toscana,213,5033,17,570,13,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Umbria,98,662,2,86,41,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Valle d'Aosta,7,85,0,13,21,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Veneto,210,6000,8,1000,0,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
Italia,4442,64410,218,9316,553,Dati della Protezione Civile del 04 Giugno 2022 ore 23:45
