Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,295,1382,16,181,14,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Basilicata,105,375,3,79,14,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Calabria,362,1073,20,198,0,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Campania,733,4114,34,581,0,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Emilia-Romagna,1139,9001,36,889,0,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Friuli Venezia Giulia,142,1277,6,175,0,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Lazio,1202,6421,77,943,243,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Liguria,248,1641,8,219,12,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Lombardia,1070,10457,42,1810,0,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Marche,237,1020,13,256,49,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Molise,33,176,1,39,26,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
P.A. Bolzano,69,500,2,100,20,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
P.A. Trento,57,517,3,90,0,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Piemonte,596,6794,26,628,99,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Puglia,679,2923,38,503,0,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Sardegna,333,1602,22,204,16,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Sicilia,971,3762,61,854,0,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Toscana,871,5033,28,570,14,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Umbria,242,662,4,86,41,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Valle d'Aosta,21,163,0,34,0,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Veneto,576,6000,36,1000,0,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Italia,9981,64893,476,9439,548,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
