Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,267,1382,11,181,0,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Basilicata,64,364,3,79,13,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Calabria,288,971,11,177,0,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Campania,503,3896,24,575,0,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Emilia-Romagna,1498,9001,43,889,0,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Friuli Venezia Giulia,229,1277,4,175,0,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Lazio,950,6421,57,943,243,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Liguria,403,1625,7,219,12,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Lombardia,1125,10457,35,1810,0,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Marche,179,983,4,230,50,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Molise,26,176,1,39,26,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
P.A. Bolzano,76,500,0,100,20,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
P.A. Trento,77,517,3,90,0,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Piemonte,488,6794,12,628,99,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Puglia,419,2751,16,405,0,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Sardegna,161,1602,11,204,16,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Sicilia,816,3658,43,794,0,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Toscana,564,5033,21,570,13,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Umbria,243,662,6,86,41,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Valle d'Aosta,17,85,0,13,21,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Veneto,659,6000,27,1000,0,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
Italia,9052,64155,339,9207,554,Dati della Protezione Civile del 08 Agosto 2022 ore 23:45
