Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,286,1382,16,181,14,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Basilicata,108,379,2,79,14,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Calabria,376,1108,25,202,0,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Campania,689,4149,44,610,0,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Emilia-Romagna,1085,9001,39,889,0,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Friuli Venezia Giulia,130,1277,6,175,0,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Lazio,1158,6421,74,943,243,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Liguria,256,1641,10,219,12,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Lombardia,967,10457,47,1810,0,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Marche,239,1020,9,256,49,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Molise,27,176,0,39,26,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
P.A. Bolzano,73,500,5,100,20,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
P.A. Trento,55,517,2,90,0,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Piemonte,610,6794,20,628,99,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Puglia,625,2923,39,503,0,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Sardegna,322,1602,21,204,16,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Sicilia,959,3787,60,850,0,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Toscana,824,5033,39,570,15,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Umbria,212,662,4,86,41,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Valle d'Aosta,18,163,0,34,0,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Veneto,477,6000,25,1000,0,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
Italia,9496,64992,487,9468,549,Dati della Protezione Civile del 28 Marzo 2022 ore 18:15
