Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.499,397.046,31.000,2.420,292,1%,282,22,-280%,10,078,000%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Basilicata,473,134.796,28.945,5.310,82,0%,80,15,-480%,2,037,000%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Calabria,1.624,379.686,63.450,3.410,196,0%,185,10,-260%,11,059,-830%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Campania,5.291,1.678.510,146.059,2.597,597,0%,562,10,-120%,35,062,000%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Emilia-Romagna,2.027,1.463.050,35.183,793,1.170,3%,1.139,26,-390%,31,070,-610%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Friuli Venezia Giulia,730,374.303,22.766,1.895,151,1%,149,12,-320%,2,017,-5000%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Lazio,4.111,1.544.125,142.516,2.487,853,1%,800,14,-220%,53,092,390%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Liguria,1.095,442.493,11.404,751,239,2%,228,15,-040%,11,072,-830%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Lombardia,6.963,2.853.990,129.859,1.301,949,1%,912,9,410%,37,037,-750%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Marche,1.376,465.027,4.736,316,114,2%,110,7,-1060%,4,027,3330%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Molise,164,64.276,8.659,2.942,25,0%,23,8,000%,2,068,-3330%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
P.A. Bolzano,399,215.871,3.127,585,41,1%,41,8,000%,0,000,000%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
P.A. Trento,284,165.739,2.611,482,55,2%,51,9,000%,4,074,3330%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Piemonte,2.738,1.181.826,34.978,818,553,2%,530,12,-720%,23,054,-420%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Puglia,3.355,1.113.071,87.807,2.232,461,1%,433,11,-400%,28,071,1200%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Sardegna,1.714,300.521,24.061,1.513,246,1%,236,15,090%,10,063,-1670%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Sicilia,3.281,1.161.423,95.351,1.973,676,1%,639,13,-080%,37,077,000%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Toscana,2.625,1.133.738,37.488,1.015,435,1%,419,11,-190%,16,043,-1580%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Umbria,694,280.331,9.402,1.086,183,2%,182,21,-1250%,1,012,-8000%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Valle d'Aosta,81,36.105,1.238,998,24,2%,24,19,-770%,0,000,-10000%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Veneto,3.965,1.730.623,46.761,960,460,1%,440,9,070%,20,041,-910%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
Italia,44.489,17.116.550,967.401,1.633,7.802,1%,7.465,13,-220%,337,057,-450%,Dati della Protezione Civile del 17 Maggio 2022 ore 23:45
