Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,297,87.106,4.025,311,98,2%,91,7,000%,7,054,000%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Basilicata,44,31.455,1.002,181,17,2%,14,3,000%,3,054,000%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Calabria,272,91.990,3.986,210,126,3%,113,6,-170%,13,069,000%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Campania,899,486.652,15.560,272,320,2%,297,5,-390%,23,040,950%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Emilia-Romagna,1.353,451.021,17.677,396,634,4%,575,13,020%,59,132,-630%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Friuli Venezia Giulia,636,129.143,6.783,562,279,4%,251,21,080%,28,232,000%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Lazio,1.566,418.738,17.831,310,797,4%,706,12,320%,91,158,220%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Liguria,460,121.101,3.805,250,161,4%,142,9,760%,19,125,1180%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Lombardia,2.209,925.051,26.627,266,848,3%,767,8,360%,81,081,950%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Marche,575,122.457,4.681,309,97,2%,74,5,280%,23,152,000%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Molise,30,15.146,413,137,12,3%,11,4,1000%,1,033,000%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
P.A. Bolzano,540,86.441,5.189,974,97,2%,88,17,860%,9,169,1250%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
P.A. Trento,138,51.550,1.409,258,49,3%,42,8,-870%,7,128,1670%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Piemonte,860,396.435,9.095,211,358,4%,329,8,-090%,29,067,-650%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Puglia,243,278.464,3.885,98,161,4%,139,4,-280%,22,056,1580%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Sardegna,102,78.444,2.541,158,74,3%,61,4,2980%,13,081,000%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Sicilia,809,321.696,11.239,231,371,3%,328,7,-210%,43,088,490%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Toscana,488,299.575,8.400,227,297,4%,248,7,-200%,49,133,210%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Umbria,83,67.237,1.652,190,58,4%,51,6,410%,7,080,000%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Valle d'Aosta,46,12.984,564,451,16,3%,14,11,770%,2,160,000%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Veneto,2.036,509.336,26.254,538,484,2%,407,8,180%,77,158,410%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Italia,13.686,4.982.022,172.618,289,5.354,3%,4.748,8,130%,606,102,310%,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
