Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,364,1382,16,181,14,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Basilicata,93,369,3,79,14,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Calabria,284,1118,17,202,0,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Campania,744,4378,45,700,0,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Emilia-Romagna,1352,9001,65,889,0,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Friuli Venezia Giulia,198,1277,15,175,0,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Lazio,1344,6421,116,943,243,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Liguria,345,1727,17,221,12,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Lombardia,1007,10457,97,1810,0,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Marche,198,1025,23,256,49,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Molise,27,176,2,39,26,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
P.A. Bolzano,72,500,1,100,20,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
P.A. Trento,45,517,4,90,0,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Piemonte,919,6794,40,628,99,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Puglia,593,2923,36,503,0,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Sardegna,306,1602,26,204,16,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Sicilia,1039,3779,72,853,0,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Toscana,792,5033,54,570,8,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Umbria,150,662,6,86,41,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Valle d'Aosta,20,163,3,34,0,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Veneto,564,6000,50,1000,0,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
Italia,10456,65304,708,9563,542,Dati della Protezione Civile del 01 Marzo 2022 ore 20:00
