Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,74,81.165,1.795,139,63,4%,58,4,-490%,5,039,000%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Basilicata,77,30.068,1.212,219,39,3%,37,7,-510%,2,036,000%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Calabria,139,83.614,3.768,199,170,5%,154,8,-720%,16,084,2310%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Campania,316,456.074,6.880,120,260,4%,241,4,-320%,19,033,560%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Emilia-Romagna,258,423.377,13.984,313,432,3%,385,9,-030%,47,105,000%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Friuli Venezia Giulia,100,113.657,976,81,51,5%,45,4,980%,6,050,-1430%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Lazio,275,384.213,9.611,167,449,5%,389,7,030%,60,104,530%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Liguria,95,112.624,1.031,68,59,6%,51,3,-380%,8,052,000%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Lombardia,438,883.343,10.368,103,442,4%,384,4,-230%,58,058,360%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Marche,71,113.775,2.665,176,75,3%,55,4,190%,20,132,000%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Molise,2,14.496,97,32,3,3%,2,1,000%,1,033,000%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
P.A. Bolzano,64,76.847,867,163,34,4%,26,5,400%,8,150,-1110%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
P.A. Trento,33,48.336,292,54,23,8%,20,4,-480%,3,055,000%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Piemonte,217,378.845,3.613,84,205,6%,183,4,-470%,22,051,-830%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Puglia,152,268.521,2.643,67,163,6%,147,4,-580%,16,040,670%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Sardegna,66,75.205,2.206,137,148,7%,135,8,-360%,13,081,-710%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Sicilia,278,297.580,15.267,313,572,4%,507,10,-360%,65,133,-710%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Toscana,248,281.889,6.911,187,292,4%,256,7,-890%,36,097,-1630%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Umbria,51,63.754,906,104,46,5%,44,5,1280%,2,023,000%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Valle d'Aosta,5,12.125,70,56,2,3%,2,2,-3330%,0,000,000%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Veneto,253,468.753,10.817,222,239,2%,196,4,-340%,43,088,-440%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Italia,3.212,4.668.261,95.979,161,3.767,4%,3.317,6,-300%,450,075,-200%,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
