Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,326,1382,9,181,14,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Basilicata,100,391,4,79,14,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Calabria,301,1037,18,198,0,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Campania,698,4060,45,581,0,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Emilia-Romagna,1390,9001,33,889,0,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Friuli Venezia Giulia,168,1277,3,175,0,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Lazio,1174,6421,67,943,243,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Liguria,321,1646,12,215,12,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Lombardia,1147,10457,35,1810,0,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Marche,187,1013,7,252,44,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Molise,29,176,2,39,26,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
P.A. Bolzano,34,500,2,100,20,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
P.A. Trento,65,517,3,90,0,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Piemonte,771,6794,24,628,99,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Puglia,607,2903,35,503,0,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Sardegna,330,1602,21,204,16,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Sicilia,934,3744,52,823,0,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Toscana,729,5033,29,570,10,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Umbria,244,662,3,86,41,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Valle d'Aosta,22,163,1,34,0,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Veneto,637,6000,17,1000,0,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Italia,10214,64779,422,9400,539,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
