Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,314,1382,13,181,14,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Basilicata,101,379,1,79,14,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Calabria,342,1073,19,198,0,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Campania,714,4123,37,581,0,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Emilia-Romagna,1255,9001,36,889,0,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Friuli Venezia Giulia,139,1277,2,175,0,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Lazio,1164,6421,72,943,243,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Liguria,248,1641,7,219,12,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Lombardia,1101,10457,42,1810,0,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Marche,222,1013,9,256,53,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Molise,30,176,1,39,26,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
P.A. Bolzano,47,500,2,100,20,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
P.A. Trento,61,517,3,90,0,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Piemonte,651,6794,22,628,99,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Puglia,679,2923,38,503,0,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Sardegna,320,1602,27,204,16,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Sicilia,979,3772,65,849,0,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Toscana,837,5033,38,570,10,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Umbria,274,662,5,86,41,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Valle d'Aosta,16,163,0,34,0,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Veneto,608,6000,23,1000,0,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
Italia,10102,64909,462,9434,548,Dati della Protezione Civile del 08 Aprile 2022 ore 18:35
