Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,188,62902,10895,834,744,7%,657,50,-1.9%,87,6.66,-2.2%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Basilicata,121,18503,4502,808,172,4%,159,29,0.6%,13,2.33,-7.1%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Calabria,317,43984,8913,463,356,4%,323,17,2.5%,33,1.71,0%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Campania,1862,322167,98135,1696,1776,2%,1598,28,-1.4%,178,3.08,4.1%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Emilia-Romagna,1578,320632,73596,1648,4054,6%,3659,82,-1.2%,395,8.84,1.3%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Friuli Venezia Giulia,548,92608,16280,1344,703,4%,620,51,1.5%,83,6.85,1.2%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Lazio,1491,271220,48826,832,3029,6%,2683,46,0.2%,346,5.9,1.5%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Liguria,360,85793,5955,386,669,11%,604,39,0.3%,65,4.21,12.1%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Lombardia,3643,703668,98256,972,8001,8%,7165,71,3.1%,836,8.27,1.7%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Marche,405,83843,9956,656,945,9%,799,53,4%,146,9.62,-3.9%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Molise,27,12025,1172,388,108,9%,91,30,-3.2%,17,5.62,-10.5%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
P.A. Bolzano,148,68007,912,171,150,16%,120,23,-6.3%,30,5.64,0%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
P.A. Trento,191,39664,3450,636,257,7%,205,38,-2.8%,52,9.58,-1.9%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Piemonte,2080,292516,34883,804,3919,11%,3572,82,1%,347,7.99,-0.6%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Puglia,1664,179037,43594,1088,2011,5%,1787,45,4.4%,224,5.59,0.4%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Sardegna,159,43577,13167,808,196,1%,172,11,-7%,24,1.47,9.1%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Sicilia,751,167256,16489,332,935,6%,814,16,4%,121,2.44,-1.6%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Toscana,1062,184558,26638,716,1729,6%,1486,40,1.7%,243,6.53,-0.8%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Umbria,174,49469,5383,612,450,8%,383,44,-1.3%,67,7.61,-8.2%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Valle d'Aosta,30,8685,569,453,29,5%,26,21,13%,3,2.39,50%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Veneto,1966,369502,39083,796,1741,4%,1505,31,3.7%,236,4.81,7.8%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
Italia,18765,3419616,560654,931,31974,6%,28428,47,1.4%,3546,5.89,1%,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12
