Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,1.684,272.064,66.251,5.172,292,0%,278,22,-540%,14,109,1670%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Basilicata,736,87.246,19.748,3.623,91,0%,90,17,340%,1,018,-5000%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Calabria,2.943,230.705,48.035,2.582,307,1%,292,16,540%,15,081,000%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Campania,5.852,1.236.215,123.395,2.194,604,0%,575,10,-270%,29,052,-330%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Emilia-Romagna,1.671,1.202.206,27.357,616,1.207,4%,1.140,26,-560%,67,151,-560%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Friuli Venezia Giulia,837,312.758,17.064,1.420,170,1%,161,13,-060%,9,075,000%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Lazio,6.214,1.106.523,104.211,1.819,1.152,1%,1.060,18,-720%,92,161,-710%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Liguria,1.510,353.041,12.713,837,261,2%,245,16,-320%,16,105,000%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Lombardia,6.497,2.367.735,111.594,1.118,902,1%,821,8,000%,81,081,-120%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Marche,2.213,338.879,14.352,958,187,1%,170,11,-170%,17,113,-1050%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Molise,219,41.095,5.951,2.022,29,0%,27,9,380%,2,068,000%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
P.A. Bolzano,1.123,192.237,4.645,868,64,1%,63,12,-600%,1,019,000%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
P.A. Trento,403,141.216,2.840,524,57,2%,55,10,-520%,2,037,-3330%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Piemonte,2.330,992.251,42.107,985,727,2%,690,16,-140%,37,087,280%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Puglia,6.026,763.927,75.123,1.910,575,1%,544,14,060%,31,079,1070%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Sardegna,2.063,185.834,24.426,1.536,343,1%,323,20,000%,20,126,-2310%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Sicilia,7.049,825.196,226.472,4.685,959,0%,896,19,-280%,63,130,-310%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Toscana,3.840,877.431,24.050,651,747,3%,697,19,-040%,50,135,000%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Umbria,1.635,192.299,10.615,1.227,145,1%,139,16,-210%,6,069,2000%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Valle d'Aosta,83,31.769,1.322,1.065,18,1%,16,13,1430%,2,161,000%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Veneto,5.263,1.358.900,49.250,1.011,531,1%,494,10,100%,37,076,000%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
Italia,60.191,13.109.527,1.011.521,1.708,9.368,1%,8.776,15,-240%,592,100,-300%,Dati della Protezione Civile del 08 Marzo 2022 ore 19:01
