Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,215,68.741,10.232,784,593,6%,537,41,-360%,56,429,-340%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Basilicata,217,21.669,5.540,995,180,3%,167,30,-120%,13,233,830%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Calabria,560,53.584,13.335,693,522,4%,474,25,-040%,48,249,910%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Campania,2.224,364.489,91.524,1.582,1.693,2%,1.557,27,-180%,136,235,710%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Emilia-Romagna,1.150,354.901,65.266,1.461,2.776,4%,2.464,55,-490%,312,698,-160%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Friuli Venezia Giulia,267,102.355,10.245,846,510,5%,445,37,-550%,65,537,-970%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Lazio,1.330,306.499,50.631,863,3.320,7%,2.933,50,-150%,387,660,-280%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Liguria,407,95.286,6.947,450,700,10%,616,40,-270%,84,544,000%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Lombardia,2.722,774.760,67.918,672,6.126,9%,5.387,53,-360%,739,731,-540%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Marche,326,93.556,7.736,509,750,10%,638,42,-490%,112,738,-340%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Molise,59,12.747,632,209,64,10%,48,16,910%,16,529,-590%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
P.A. Bolzano,39,70.206,226,42,86,38%,74,14,000%,12,226,000%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
P.A. Trento,117,42.814,1.451,267,161,11%,127,23,-590%,34,626,-810%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Piemonte,1.264,330.972,24.341,561,3.623,15%,3.312,76,-340%,311,716,000%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Puglia,1.867,215.891,51.726,1.290,2.169,4%,1.892,47,-220%,277,691,260%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Sardegna,279,50.524,17.642,1.082,404,2%,350,21,000%,54,331,-530%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Sicilia,1.450,191.973,24.774,499,1.402,6%,1.218,25,-100%,184,370,-050%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Toscana,1.206,213.231,26.786,720,1.919,7%,1.633,44,-190%,286,768,140%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Umbria,116,52.846,3.647,414,293,8%,258,29,-150%,35,398,-790%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Valle d'Aosta,74,10.269,1.092,870,73,7%,61,49,-760%,12,956,000%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Veneto,1.085,398.843,28.332,577,1.640,6%,1.396,28,-440%,244,497,-620%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
Italia,16.974,3.826.156,510.023,847,29.004,6%,25.587,42,-300%,3.417,567,-210%,Dati della Protezione Civile del 15 Aprile 2021 ore 18:38
