Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,874,349.038,47.380,3.699,335,1%,326,25,190%,9,070,000%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Basilicata,453,118.990,27.176,4.985,104,0%,100,18,200%,4,073,000%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Calabria,849,334.415,82.711,4.445,319,0%,301,16,030%,18,097,590%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Campania,3.250,1.520.790,161.779,2.876,743,0%,698,12,150%,45,080,1840%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Emilia-Romagna,1.751,1.361.723,55.197,1.243,1.423,3%,1.390,31,400%,33,074,-830%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Friuli Venezia Giulia,237,352.221,24.042,2.001,171,1%,168,14,840%,3,025,-2500%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Lazio,2.740,1.412.109,147.100,2.567,1.241,1%,1.174,20,070%,67,117,630%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Liguria,726,410.557,16.476,1.085,333,2%,321,21,700%,12,079,2000%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Lombardia,2.329,2.676.545,159.016,1.593,1.182,1%,1.147,11,280%,35,035,-280%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Marche,877,423.799,8.519,569,194,2%,187,12,-160%,7,047,000%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Molise,228,55.458,8.602,2.923,31,0%,29,10,1600%,2,068,000%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
P.A. Bolzano,202,206.358,4.181,782,36,1%,34,6,630%,2,037,000%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
P.A. Trento,170,156.587,3.862,712,68,2%,65,12,830%,3,055,5000%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Piemonte,3.579,1.106.804,59.345,1.388,795,1%,771,18,530%,24,056,430%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Puglia,2.232,1.009.581,101.670,2.585,642,1%,607,15,100%,35,089,-540%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Sardegna,983,259.359,29.945,1.883,351,1%,330,21,220%,21,132,000%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Sicilia,1.961,1.058.718,133.785,2.768,986,1%,934,19,400%,52,108,610%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Toscana,1.280,1.055.454,49.770,1.348,758,2%,729,20,330%,29,079,000%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Umbria,438,255.367,12.339,1.426,247,2%,244,28,120%,3,035,000%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Valle d'Aosta,33,34.029,1.372,1.106,23,2%,22,18,480%,1,081,000%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Veneto,2.022,1.600.100,74.012,1.520,654,1%,637,13,080%,17,035,-560%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
Italia,27.214,15.758.002,1.208.279,2.040,10.636,1%,10.214,17,280%,422,071,270%,Dati della Protezione Civile del 19 Aprile 2022 ore 23:45
