Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,259,68.002,10.460,801,622,6%,557,43,000%,65,498,-300%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Basilicata,249,20.984,5.143,923,191,4%,179,32,410%,12,215,2000%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Calabria,593,51.681,12.556,652,511,4%,473,25,020%,38,197,000%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Campania,1.854,357.040,91.651,1.584,1.714,2%,1.569,27,090%,145,251,280%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Emilia-Romagna,1.170,350.988,66.625,1.491,3.041,5%,2.711,61,-340%,330,739,-120%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Friuli Venezia Giulia,208,101.409,11.111,917,594,5%,519,43,060%,75,619,000%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Lazio,1.675,301.718,52.060,888,3.460,7%,3.067,52,-160%,393,670,180%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Liguria,335,93.932,7.776,504,737,9%,657,43,030%,80,518,530%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Lombardia,2.302,766.913,79.480,787,6.710,8%,5.896,58,-270%,814,806,-120%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Marche,406,92.482,8.205,540,857,10%,728,48,040%,129,850,-230%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Molise,38,12.615,651,215,64,10%,49,16,-750%,15,496,710%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
P.A. Bolzano,74,70.013,458,86,91,20%,76,14,000%,15,282,-630%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
P.A. Trento,93,42.421,1.653,305,187,11%,146,27,580%,41,755,-470%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Piemonte,1.372,326.576,28.372,654,3.926,14%,3.606,83,-070%,320,737,-120%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Puglia,1.359,210.530,52.047,1.298,2.249,4%,1.989,50,060%,260,649,320%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Sardegna,369,49.109,17.081,1.048,391,2%,335,21,370%,56,343,180%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Sicilia,1.120,186.487,22.971,462,1.319,6%,1.148,23,-030%,171,344,430%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Toscana,1.222,209.208,27.758,746,1.952,7%,1.668,45,-120%,284,763,-070%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Umbria,135,52.444,4.030,458,313,8%,272,31,-460%,41,466,-470%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Valle d'Aosta,42,10.055,1.110,884,76,7%,64,51,-150%,12,956,000%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Veneto,871,395.207,31.807,648,1.831,6%,1.542,31,-530%,289,589,-240%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
Italia,15.746,3.769.814,533.005,885,30.836,6%,27.251,45,-150%,3.585,595,-010%,Dati della Protezione Civile del 11 Aprile 2021 ore 17:45
