Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,532,27056,17762,1360,757,4%,680,52,"-1,30%",77,"5,90","4,10%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Basilicata,215,7878,6073,1090,164,3%,142,25,"-7,20%",22,"3,95","-4,30%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Calabria,426,16150,10984,571,452,4%,410,21,"-5,10%",42,"2,18","-4,50%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Campania,2729,151671,104383,1804,2350,2%,2164,37,"-1,10%",186,"3,21","1,10%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Emilia-Romagna,2172,119184,69783,1562,2918,4%,2673,60,"0,00%",245,"5,48","-2,00%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Friuli Venezia Giulia,1432,29395,13996,1155,657,5%,604,50,"1,70%",53,"4,38","-3,60%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Lazio,2070,116198,89262,1522,3708,4%,3352,57,"-1,60%",356,"6,07","0,30%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Liguria,454,51011,12725,825,1085,9%,968,63,"-5,00%",117,"7,58","7,30%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Lombardia,4615,402659,130315,1290,8535,7%,7616,75,"-3,20%",919,"9,10","-0,60%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Marche,473,29036,17243,1136,656,4%,571,38,"1,20%",85,"5,60","-6,60%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Molise,148,4512,2597,859,71,3%,59,20,"-4,80%",12,"3,97","9,10%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
P.A. Bolzano,494,23157,11558,2172,445,4%,409,77,"-1,20%",36,"6,77","-14,30%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
P.A. Trento,219,15292,2133,393,446,21%,404,74,"-1,00%",42,"7,74","-4,50%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Piemonte,2157,164310,76077,1752,5165,7%,4781,110,"-2,90%",384,"8,85","-2,80%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Puglia,1573,52311,37654,939,1875,5%,1675,42,"1,30%",200,"4,99","-0,50%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Sardegna,311,20730,13119,805,617,5%,544,33,"3,00%",73,"4,48","2,80%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Sicilia,1189,61524,39882,803,1766,4%,1519,31,"-1,30%",247,"4,97","-1,20%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Toscana,1196,101640,45072,1211,1872,4%,1593,43,"-3,30%",279,"7,49","0,40%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Umbria,348,23430,8653,983,415,5%,351,40,"-0,60%",64,"7,27","3,20%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Valle d'Aosta,72,6416,1465,1167,144,10%,130,104,"0,80%",14,"11,16","-6,70%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Veneto,3498,140972,78572,1601,2963,4%,2654,54,"8,80%",309,"6,30","2,00%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
Italia,26323,1564532,789308,1310,37061,5%,33299,55,"-1,10%",3762,"6,24","-0,50%",Dati della Protezione Civile del 28 Novembre 2020 ore 18:50
