Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,643,403.010,25.232,1.970,241,1%,235,18,-210%,6,047,-1430%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Basilicata,241,136.720,27.164,4.983,54,0%,53,10,-1720%,1,018,000%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Calabria,763,386.055,45.496,2.445,189,0%,180,10,-580%,9,048,1250%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Campania,2.354,1.699.245,133.518,2.374,459,0%,434,8,-420%,25,044,-1380%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Emilia-Romagna,2.152,1.479.045,26.876,605,964,4%,938,21,-810%,26,059,-1880%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Friuli Venezia Giulia,370,377.408,20.563,1.711,109,1%,107,9,-700%,2,017,000%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Lazio,2.436,1.564.095,131.130,2.288,673,1%,634,11,-760%,39,068,-250%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Liguria,528,447.229,8.014,528,171,2%,163,11,-470%,8,053,1430%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Lombardia,2.874,2.879.573,118.109,1.183,813,1%,779,8,400%,34,034,-560%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Marche,573,470.721,4.005,267,107,3%,104,7,-280%,3,020,-2500%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Molise,135,65.431,4.148,1.409,15,0%,12,4,-770%,3,102,000%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
P.A. Bolzano,189,217.427,2.090,391,37,2%,36,7,290%,1,019,000%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
P.A. Trento,192,167.018,1.731,319,41,2%,37,7,-260%,4,074,3330%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Piemonte,1.189,1.192.625,29.663,694,387,1%,370,9,-730%,17,040,630%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Puglia,1.561,1.125.956,41.620,1.058,349,1%,332,8,-670%,17,043,000%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Sardegna,864,308.184,18.447,1.160,181,1%,170,11,-810%,11,069,000%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Sicilia,1.847,1.180.719,80.466,1.665,604,1%,577,12,-380%,27,056,-1820%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Toscana,1.266,1.145.015,31.313,848,343,1%,328,9,-090%,15,041,-1180%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Umbria,459,284.344,8.056,931,133,2%,131,15,-370%,2,023,10000%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Valle d'Aosta,40,36.458,1.086,875,20,2%,19,15,-500%,1,081,000%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Veneto,1.762,1.746.154,33.856,695,350,1%,330,7,-490%,20,041,-910%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
Italia,22.438,17.312.432,792.583,1.338,6.240,1%,5.969,10,-460%,271,046,-660%,Dati della Protezione Civile del 25 Maggio 2022 ore 23:45
