Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,56,1324,4,177,23,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Basilicata,22,364,0,88,13,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Calabria,82,966,8,174,3,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Campania,180,3511,17,555,189,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Emilia-Romagna,303,7920,29,889,0,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Friuli Venezia Giulia,46,1277,7,175,0,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Lazio,307,6421,49,943,0,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Liguria,50,1700,11,217,12,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Lombardia,283,6369,53,1530,0,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Marche,41,971,13,212,63,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Molise,3,176,1,39,26,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
P.A. Bolzano,25,500,7,100,20,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
P.A. Trento,15,517,2,90,0,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Piemonte,184,5824,19,628,99,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Puglia,128,2745,19,482,0,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Sardegna,49,1602,11,204,16,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Sicilia,255,3709,48,890,0,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Toscana,208,5033,23,570,37,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Umbria,33,662,4,84,43,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Valle d'Aosta,2,83,0,33,0,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Veneto,151,6000,30,1000,0,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
Italia,2423,57674,355,9080,544,Dati della Protezione Civile del 19 Ottobre 2021 ore 18:11
